Acacia.longifolia;Aix.sponsa;Amazona.aestiva;Arocatus.longiceps;Arundo.donaciformis;Asparagus.asparagoides;Attalus.maculicollis;Bartheletia.paradoxa;Belgrandiella.saxatilis;Bofilliella.subarcuata;Bruchus.lentis;Brunfelsia.australis;Charonia.tritonis;Clavaria.aurantia;Conistra.rubiginosa;Cryptolaemus.montrouzieri;Delairea.odorata;Ectoedemia.algeriensis;Epitonium.clathrus;Eranthis.hyemalis;Euparthenia.bulinea;Flammulina.velutipes;Haminoea.exigua;Hedera.algeriensis;Jasminum.nudiflorum;Kaloplocamus.ramosus;Marcetia.mucugensis;Melinopterus.consputus;Microxeromagna.lowei;Moitessieria.collellensis;Oeosporangium.tinaei;Oinophila.v.flava;Paladilhia.vernierensis;Parafomoria.pseudocistivora;Petaloptila.aliena;Phigalia.pilosaria;Platygloea.miedzyrzecensis;Polypodium.shivasiae;Raja.undulata;Retinella.olivetorum;Romulea.bocchierii;Solemya.togata;Tethys.fimbria;Theria.primaria;Tremella.mesenterica;Trifurcula.calycotomella;Trifurcula.josefklimeschi;Truncatella.subcylindrica;Unio.mancus;Uromyces.erythronii;Vandenboschia.speciosa;x;y
0.08;0.06;0.27;0.16;0;0.04;0.1;0.1;0.3;0.24;0.12;0.32;0.06;0.09;0.27;0.02;0.18;0.08;0.03;0.23;0.04;0.16;0.07;0.06;0.15;0.07;0.12;0.35;0.04;0.12;0.33;0.19;0.57;0.27;0.11;0.41;0.11;0.06;0.16;0.12;0.04;0.1;0.07;0.28;0.66;0.09;0.26;0.04;0.16;0.18;0.23;3.51323151676041;44.0578860075731
0.07;0.06;0.27;0.15;0;0.03;0.1;0.1;0.3;0.06;0.12;0.32;0.06;0.09;0.23;0.01;0.2;0.08;0.03;0.2;0.04;0.17;0.07;0.06;0.14;0.07;0.12;0.28;0.04;0.13;0.2;0.17;0.53;0.28;0.11;0.42;0.11;0.06;0.16;0.11;0.06;0.1;0.05;0.28;0.62;0.07;0.15;0.04;0.17;0.18;0.17;3.51328659164056;44.0639958200009
0.07;0.04;0.24;0.15;0;0.04;0.06;0.05;0.32;0.05;0.12;0.26;0.03;0.09;0.23;0.01;0.21;0.09;0.02;0.18;0.05;0.19;0.02;0.02;0.13;0.07;0.12;0.23;0.06;0.12;0.14;0.17;0.46;0.27;0.1;0.44;0.06;0.05;0.15;0.09;0.06;0.1;0.03;0.23;0.52;0.07;0.14;0.04;0.22;0.18;0.14;3.51334167834198;44.07010565308
0.07;0.05;0.24;0.15;0.01;0.03;0.05;0.11;0.31;0.09;0.1;0.26;0.07;0.09;0.23;0.02;0.23;0.04;0.03;0.24;0.05;0.18;0.05;0.04;0.26;0.08;0.12;0.24;0.09;0.11;0.12;0.17;0.43;0.25;0.09;0.49;0.11;0.05;0.15;0.09;0.08;0.1;0.03;0.28;0.46;0.08;0.14;0.04;0.22;0.19;0.17;3.51339677686849;44.0762155067443
0.07;0.06;0.24;0.15;0;0.03;0.05;0.1;0.33;0.05;0.12;0.27;0.06;0.09;0.23;0.01;0.22;0.08;0.03;0.22;0.04;0.17;0.05;0.04;0.16;0.08;0.12;0.26;0.05;0.13;0.14;0.17;0.47;0.24;0.1;0.42;0.11;0.05;0.16;0.1;0.06;0.1;0.04;0.29;0.58;0.07;0.15;0.04;0.2;0.18;0.18;3.51345188722388;44.0823253809274
0.07;0.07;0.32;0.15;0;0.05;0.08;0.13;0.3;0.05;0.12;0.31;0.06;0.09;0.22;0.01;0.22;0.1;0.03;0.24;0.04;0.18;0.11;0.1;0.14;0.08;0.12;0.25;0.06;0.12;0.18;0.17;0.52;0.3;0.13;0.43;0.11;0.06;0.15;0.11;0.06;0.1;0.05;0.35;0.54;0.07;0.14;0.04;0.19;0.18;0.18;3.51350700941197;44.0884352755629
0.08;0.06;0.29;0.15;0;0.04;0.09;0.1;0.28;0.13;0.12;0.31;0.06;0.09;0.26;0.01;0.18;0.04;0.03;0.29;0.04;0.17;0.1;0.06;0.17;0.09;0.12;0.34;0.05;0.11;0.29;0.2;0.51;0.28;0.11;0.44;0.11;0.05;0.15;0.12;0.04;0.1;0.08;0.36;0.57;0.09;0.3;0.04;0.16;0.18;0.2;3.51356214343657;44.0945451905845
0.07;0.05;0.25;0.15;0;0.04;0.09;0.1;0.27;0.12;0.12;0.26;0.06;0.09;0.25;0.02;0.18;0.04;0.03;0.22;0.04;0.16;0.05;0.04;0.18;0.09;0.12;0.3;0.05;0.11;0.3;0.2;0.52;0.28;0.11;0.44;0.11;0.05;0.14;0.11;0.04;0.1;0.06;0.28;0.57;0.09;0.31;0.04;0.16;0.18;0.18;3.51361728930149;44.1006551259258
0.07;0.05;0.25;0.15;0;0.03;0.06;0.09;0.28;0.17;0.12;0.26;0.07;0.09;0.23;0.01;0.19;0.04;0.03;0.24;0.05;0.17;0.05;0.04;0.15;0.09;0.12;0.26;0.05;0.12;0.16;0.16;0.48;0.26;0.1;0.44;0.11;0.18;0.14;0.11;0.06;0.1;0.06;0.29;0.58;0.07;0.14;0.04;0.17;0.18;0.23;3.51367244701054;44.1067650815206
0.07;0.04;0.24;0.15;0.02;0.03;0.05;0.11;0.26;0.06;0.1;0.27;0.1;0.09;0.24;0.02;0.2;0.09;0.03;0.25;0.06;0.19;0.04;0.04;0.17;0.08;0.12;0.23;0.04;0.17;0.13;0.19;0.44;0.25;0.09;0.47;0.11;0.04;0.14;0.1;0.1;0.1;0.03;0.3;0.52;0.11;0.16;0.04;0.25;0.21;0.16;3.51372761656755;44.1128750573023
0.07;0.08;0.32;0.15;0;0.05;0.05;0.14;0.27;0.06;0.12;0.32;0.08;0.09;0.23;0.02;0.22;0.1;0.03;0.23;0.05;0.17;0.12;0.09;0.19;0.08;0.12;0.24;0.05;0.12;0.13;0.17;0.45;0.24;0.11;0.45;0.11;0.05;0.16;0.1;0.07;0.1;0.03;0.33;0.51;0.07;0.15;0.04;0.22;0.18;0.2;3.51378279797634;44.1189850532046
0.07;0.07;0.3;0.15;0;0.03;0.08;0.13;0.26;0.05;0.12;0.32;0.06;0.09;0.24;0.01;0.19;0.07;0.03;0.2;0.04;0.18;0.1;0.08;0.15;0.08;0.12;0.28;0.04;0.13;0.2;0.16;0.54;0.27;0.11;0.42;0.11;0.05;0.15;0.11;0.06;0.1;0.05;0.39;0.63;0.07;0.15;0.04;0.17;0.18;0.2;3.51383799124071;44.1250950691611
0.07;0.08;0.28;0.15;0;0.05;0.08;0.14;0.28;0.07;0.12;0.32;0.06;0.09;0.25;0.01;0.22;0.07;0.03;0.18;0.05;0.18;0.1;0.08;0.18;0.08;0.12;0.27;0.05;0.14;0.17;0.17;0.5;0.28;0.1;0.42;0.11;0.05;0.15;0.11;0.06;0.1;0.04;0.41;0.55;0.07;0.15;0.04;0.2;0.18;0.26;3.51389319636449;44.1312051051055
0.07;0.05;0.27;0.15;0;0.05;0.1;0.1;0.28;0.06;0.12;0.28;0.06;0.09;0.26;0.01;0.19;0.07;0.03;0.18;0.05;0.17;0.03;0.06;0.15;0.08;0.12;0.27;0.04;0.14;0.18;0.17;0.51;0.28;0.11;0.42;0.13;0.06;0.15;0.11;0.04;0.1;0.05;0.42;0.58;0.08;0.15;0.04;0.2;0.18;0.26;3.5139484133515;44.1373151609712
0.06;0.05;0.25;0.15;0;0.04;0.08;0.1;0.27;0.08;0.12;0.27;0.06;0.09;0.26;0.01;0.17;0.07;0.03;0.18;0.05;0.17;0.01;0.02;0.16;0.08;0.12;0.28;0.04;0.14;0.27;0.19;0.51;0.29;0.11;0.42;0.13;0.04;0.15;0.1;0.04;0.1;0.05;0.39;0.62;0.07;0.22;0.04;0.18;0.18;0.23;3.51400364220558;44.143425236692
0.06;0.05;0.26;0.15;0;0.03;0.09;0.09;0.26;0.23;0.12;0.27;0.06;0.09;0.26;0.01;0.18;0.07;0.03;0.24;0.05;0.16;0.01;0.02;0.17;0.09;0.12;0.37;0.04;0.14;0.27;0.18;0.53;0.26;0.11;0.41;0.14;0.15;0.16;0.1;0.04;0.1;0.08;0.42;0.65;0.08;0.23;0.04;0.16;0.18;0.33;3.51405888293054;44.1495353322014
0.01;0.02;0.22;0.13;0;0.03;0.06;0.05;0.3;0.05;0.1;0.27;0.02;0.09;0.23;0.02;0.19;0.08;0.02;0.17;0.01;0.17;0;0;0.17;0.08;0.12;0.16;0.06;0.14;0.15;0.11;0.41;0.23;0.09;0.49;0.09;0.05;0.15;0.04;0.07;0.1;0.04;0.23;0.6;0.06;0.14;0.02;0.18;0.09;0.19;3.51411413553021;44.1556454474329
0.03;0.04;0.27;0.13;0;0.03;0.08;0.04;0.28;0.06;0.12;0.27;0.02;0.09;0.22;0.01;0.15;0.08;0.02;0.22;0.01;0.19;0;0;0.15;0.09;0.12;0.19;0.04;0.14;0.17;0.15;0.47;0.24;0.11;0.49;0.09;0.06;0.15;0.07;0.06;0.11;0.07;0.26;0.63;0.05;0.14;0.02;0.21;0.17;0.2;3.51416940000842;44.1617555823202
0.03;0.03;0.25;0.15;0;0.05;0.06;0.12;0.28;0.07;0.12;0.27;0.09;0.09;0.24;0.02;0.18;0.08;0.03;0.2;0.01;0.18;0;0;0.17;0.08;0.12;0.24;0.06;0.19;0.18;0.16;0.44;0.27;0.09;0.51;0.12;0.06;0.15;0.07;0.07;0.1;0.04;0.27;0.54;0.05;0.15;0.03;0.22;0.16;0.2;3.514224676369;44.1678657367967
0.02;0.05;0.27;0.17;0;0.04;0.1;0.09;0.27;0.29;0.11;0.27;0.06;0.09;0.27;0.02;0.14;0.07;0.03;0.24;0.01;0.16;0;0;0.16;0.11;0.13;0.37;0.04;0.13;0.29;0.15;0.53;0.28;0.11;0.48;0.14;0.14;0.15;0.09;0.04;0.11;0.13;0.33;0.62;0.05;0.23;0.03;0.16;0.15;0.33;3.51427996461579;44.1739759107961
0;0.03;0.2;0.13;0;0.04;0.09;0.03;0.28;0.04;0.09;0.26;0.02;0.09;0.2;0.01;0.16;0.08;0.02;0.16;0.01;0.18;0;0;0.17;0.08;0.12;0.2;0.04;0.14;0.18;0.06;0.5;0.22;0.12;0.53;0.1;0.06;0.14;0.04;0.06;0.1;0.05;0.22;0.57;0.05;0.11;0.03;0.14;0.11;0.23;3.51433526475261;44.1800861042518
0.02;0.03;0.27;0.13;0;0.05;0.11;0.03;0.28;0.06;0.12;0.26;0.02;0.09;0.23;0.01;0.15;0.04;0.02;0.2;0.01;0.17;0;0;0.23;0.08;0.12;0.2;0.05;0.13;0.16;0.11;0.5;0.27;0.11;0.57;0.09;0.05;0.13;0.08;0.04;0.1;0.05;0.26;0.5;0.04;0.1;0.03;0.18;0.17;0.2;3.51439057678332;44.1861963170974
0.01;0.04;0.2;0.13;0;0.04;0.08;0.03;0.27;0.11;0.1;0.22;0.02;0.09;0.25;0.01;0.11;0.05;0.02;0.21;0.01;0.17;0;0;0.23;0.07;0.12;0.25;0.05;0.12;0.26;0.09;0.47;0.18;0.11;0.53;0.1;0.05;0.1;0.04;0.04;0.1;0.07;0.25;0.56;0.05;0.2;0.03;0.11;0.16;0.29;3.51444590071173;44.1923065492665
0;0.03;0.21;0.13;0.01;0.03;0.05;0.03;0.26;0.05;0.09;0.22;0.04;0.09;0.21;0.02;0.15;0.06;0.02;0.18;0.02;0.19;0;0;0.25;0.07;0.12;0.14;0.1;0.11;0.15;0.08;0.39;0.16;0.09;0.48;0.09;0.04;0.09;0.02;0.1;0.1;0.03;0.19;0.5;0.1;0.11;0.03;0.2;0.2;0.18;3.51450123654169;44.1984168006925
0;0.03;0.21;0.13;0.06;0.02;0.05;0.03;0.26;0.05;0.11;0.22;0.11;0.09;0.25;0.02;0.15;0.06;0.07;0.3;0.01;0.19;0.02;0;0.25;0.07;0.12;0.17;0.04;0.09;0.1;0.16;0.38;0.16;0.09;0.55;0.14;0.04;0.09;0.04;0.11;0.1;0.03;0.25;0.49;0.07;0.12;0.03;0.23;0.22;0.17;3.51455658427705;44.204527071309
0;0.03;0.24;0.13;0.01;0.03;0.05;0.03;0.26;0.04;0.1;0.22;0.1;0.1;0.26;0.02;0.16;0.07;0.07;0.29;0.01;0.19;0.02;0;0.23;0.07;0.12;0.19;0.04;0.13;0.13;0.14;0.36;0.18;0.1;0.57;0.13;0.04;0.09;0.04;0.11;0.1;0.03;0.25;0.47;0.07;0.12;0.03;0.27;0.19;0.16;3.51461194392164;44.2106373610494
0.01;0.04;0.26;0.14;0.08;0.04;0.08;0.03;0.28;0.08;0.15;0.22;0.05;0.1;0.23;0.02;0.15;0.2;0.07;0.34;0.08;0.17;0.02;0;0.21;0.07;0.12;0.18;0.19;0.14;0.13;0.15;0.36;0.22;0.1;0.45;0.16;0.07;0.1;0.05;0.12;0.11;0.03;0.28;0.48;0.08;0.12;0.03;0.28;0.22;0.16;3.51466731547931;44.2167476698474
0;0;0.09;0.14;0.01;0.02;0;0.01;0.37;0.04;0.06;0.09;0;0.09;0.12;0.02;0.17;0.05;0.02;0.13;0.01;0.13;0;0;0.13;0.03;0.04;0.1;0.04;0.13;0.21;0.02;0.35;0.06;0.1;0.45;0.02;0.08;0.1;0.02;0.04;0.08;0.06;0.1;0.42;0.03;0.11;0.03;0.05;0;0.11;3.52108891357905;43.9906394613925
0;0;0.09;0.14;0.01;0.02;0;0.01;0.38;0.05;0.06;0.09;0;0.09;0.12;0.03;0.17;0.04;0.03;0.13;0.01;0.13;0;0;0.18;0.04;0.04;0.1;0.05;0.13;0.18;0.02;0.32;0.08;0.09;0.51;0.02;0.06;0.1;0.02;0.04;0.08;0.05;0.09;0.37;0.03;0.12;0.03;0.06;0;0.11;3.52114476565773;43.996749037852
0;0.01;0.1;0.13;0.01;0.04;0.04;0.03;0.36;0.06;0.07;0.18;0.02;0.1;0.17;0.02;0.18;0.06;0.02;0.13;0.01;0.15;0;0;0.15;0.07;0.08;0.18;0.08;0.13;0.11;0.03;0.38;0.05;0.08;0.5;0.04;0.05;0.13;0.03;0.07;0.08;0.04;0.1;0.44;0.03;0.12;0.02;0.15;0;0.11;3.52120062971035;44.0028586356916
0.03;0.05;0.24;0.13;0;0.04;0.06;0.05;0.38;0.05;0.12;0.22;0.02;0.09;0.23;0.01;0.22;0.09;0.02;0.15;0.01;0.17;0;0;0.12;0.07;0.12;0.26;0.04;0.14;0.16;0.15;0.43;0.25;0.11;0.41;0.06;0.05;0.14;0.04;0.04;0.1;0.05;0.16;0.53;0.06;0.14;0.02;0.13;0.04;0.11;3.52125650574076;44.0089682548449
0.03;0.05;0.24;0.13;0;0.04;0.05;0.05;0.35;0.05;0.12;0.22;0.02;0.09;0.24;0.02;0.19;0.09;0.02;0.16;0.01;0.16;0;0;0.11;0.07;0.12;0.22;0.05;0.14;0.18;0.15;0.43;0.24;0.09;0.42;0.06;0.05;0.14;0.03;0.04;0.1;0.05;0.16;0.58;0.06;0.14;0.02;0.17;0.04;0.12;3.52131239375282;44.0150778952458
0.1;0.04;0.25;0.13;0;0.04;0.07;0.05;0.35;0.06;0.12;0.27;0.02;0.09;0.24;0.01;0.22;0.09;0.03;0.17;0.04;0.17;0.01;0.01;0.11;0.07;0.12;0.25;0.05;0.14;0.17;0.17;0.48;0.3;0.11;0.37;0.07;0.05;0.16;0.08;0.05;0.1;0.05;0.21;0.54;0.07;0.15;0.04;0.17;0.1;0.12;3.52136829375037;44.021187556828
0.09;0.06;0.25;0.15;0;0.04;0.07;0.12;0.33;0.07;0.13;0.32;0.08;0.09;0.24;0.01;0.24;0.1;0.03;0.18;0.04;0.17;0.03;0.08;0.19;0.07;0.12;0.25;0.1;0.13;0.19;0.21;0.52;0.28;0.1;0.38;0.1;0.05;0.16;0.11;0.05;0.1;0.04;0.29;0.56;0.07;0.16;0.05;0.22;0.2;0.17;3.52142420573728;44.0272972395252
0.07;0.06;0.25;0.15;0;0.04;0.09;0.1;0.32;0.06;0.12;0.32;0.06;0.09;0.24;0.01;0.22;0.09;0.03;0.17;0.08;0.18;0.03;0.06;0.15;0.07;0.12;0.28;0.05;0.13;0.2;0.17;0.52;0.26;0.11;0.41;0.11;0.04;0.16;0.11;0.06;0.1;0.05;0.29;0.58;0.07;0.15;0.05;0.19;0.18;0.19;3.52148012971739;44.0334069432712
0.07;0.05;0.25;0.15;0.02;0.02;0.06;0.11;0.28;0.06;0.1;0.32;0.12;0.09;0.21;0.02;0.18;0.13;0.03;0.19;0.04;0.16;0.03;0.06;0.17;0.07;0.12;0.24;0.04;0.1;0.13;0.17;0.42;0.25;0.09;0.41;0.15;0.04;0.16;0.11;0.07;0.1;0.03;0.26;0.53;0.07;0.15;0.05;0.25;0.22;0.18;3.52153606569458;44.0395166679996
0.07;0.06;0.25;0.15;0;0.04;0.06;0.11;0.28;0.07;0.1;0.33;0.09;0.09;0.25;0.02;0.23;0.11;0.03;0.19;0.04;0.16;0.05;0.06;0.16;0.07;0.12;0.24;0.08;0.13;0.15;0.19;0.42;0.26;0.09;0.46;0.15;0.05;0.16;0.1;0.07;0.1;0.03;0.28;0.5;0.07;0.16;0.04;0.24;0.2;0.18;3.5215920136727;44.0456264136442
0.07;0.05;0.26;0.15;0;0.02;0.06;0.11;0.29;0.06;0.11;0.32;0.12;0.09;0.2;0.02;0.2;0.13;0.03;0.21;0.06;0.17;0.07;0.06;0.19;0.07;0.12;0.24;0.06;0.12;0.15;0.21;0.43;0.25;0.09;0.41;0.12;0.04;0.16;0.11;0.07;0.1;0.03;0.27;0.49;0.08;0.16;0.04;0.26;0.24;0.18;3.52164797365562;44.0517361801387
0.07;0.06;0.26;0.15;0;0.03;0.09;0.1;0.3;0.06;0.12;0.32;0.07;0.09;0.21;0.01;0.19;0.08;0.03;0.19;0.05;0.18;0.07;0.06;0.14;0.07;0.12;0.25;0.04;0.14;0.19;0.17;0.48;0.25;0.11;0.4;0.11;0.05;0.16;0.11;0.06;0.1;0.04;0.26;0.61;0.07;0.15;0.04;0.19;0.18;0.19;3.52170394564719;44.0578459674168
0.07;0.06;0.26;0.15;0;0.03;0.09;0.1;0.3;0.06;0.12;0.32;0.07;0.09;0.22;0.01;0.19;0.09;0.03;0.19;0.05;0.18;0.05;0.06;0.14;0.07;0.12;0.25;0.04;0.13;0.17;0.17;0.49;0.26;0.11;0.41;0.11;0.05;0.16;0.11;0.06;0.1;0.04;0.26;0.6;0.07;0.15;0.04;0.2;0.18;0.17;3.52175992965129;44.0639557754121
0.07;0.04;0.24;0.15;0;0.03;0.05;0.06;0.29;0.05;0.11;0.26;0.04;0.09;0.22;0.02;0.2;0.09;0.02;0.2;0.05;0.18;0.03;0.02;0.15;0.07;0.12;0.24;0.06;0.11;0.11;0.17;0.43;0.24;0.09;0.48;0.06;0.06;0.15;0.08;0.07;0.1;0.03;0.22;0.48;0.07;0.14;0.04;0.24;0.2;0.13;3.52181592567178;44.0700656040583
0.07;0.07;0.27;0.15;0.01;0.03;0.05;0.11;0.29;0.07;0.1;0.31;0.09;0.09;0.21;0.02;0.21;0.05;0.03;0.23;0.06;0.21;0.12;0.06;0.18;0.08;0.12;0.25;0.07;0.11;0.11;0.17;0.42;0.24;0.09;0.45;0.11;0.04;0.14;0.1;0.1;0.1;0.03;0.33;0.48;0.12;0.14;0.04;0.24;0.2;0.18;3.52187193371253;44.0761754532892
0.07;0.07;0.29;0.15;0;0.04;0.06;0.1;0.32;0.06;0.12;0.31;0.06;0.09;0.22;0.01;0.2;0.04;0.03;0.23;0.05;0.19;0.11;0.06;0.16;0.08;0.12;0.26;0.05;0.12;0.16;0.16;0.46;0.24;0.1;0.44;0.11;0.06;0.15;0.11;0.06;0.1;0.05;0.33;0.52;0.07;0.14;0.04;0.18;0.18;0.19;3.52192795377741;44.0822853230383
0.08;0.07;0.29;0.15;0;0.05;0.08;0.12;0.31;0.07;0.12;0.31;0.06;0.09;0.24;0.01;0.23;0.05;0.03;0.24;0.04;0.17;0.11;0.08;0.16;0.08;0.12;0.26;0.06;0.12;0.28;0.18;0.51;0.26;0.11;0.43;0.11;0.04;0.15;0.11;0.04;0.1;0.05;0.36;0.51;0.08;0.22;0.04;0.2;0.18;0.18;3.52198398587029;44.0883952132394
0.09;0.07;0.29;0.15;0;0.04;0.09;0.1;0.29;0.12;0.12;0.31;0.06;0.09;0.31;0.01;0.18;0.04;0.03;0.3;0.04;0.16;0.1;0.06;0.2;0.09;0.12;0.36;0.05;0.12;0.28;0.2;0.52;0.27;0.12;0.44;0.11;0.05;0.15;0.12;0.04;0.1;0.08;0.35;0.58;0.1;0.31;0.04;0.16;0.18;0.21;3.52204002999505;44.094505123826
0.07;0.07;0.27;0.15;0;0.04;0.09;0.09;0.29;0.22;0.12;0.26;0.06;0.09;0.25;0.01;0.19;0.04;0.03;0.25;0.04;0.16;0.08;0.06;0.16;0.09;0.12;0.31;0.05;0.11;0.29;0.2;0.55;0.27;0.11;0.43;0.11;0.15;0.14;0.13;0.04;0.1;0.06;0.37;0.6;0.08;0.22;0.04;0.16;0.18;0.26;3.52209608615557;44.1006150547318
0.07;0.05;0.25;0.15;0;0.04;0.05;0.12;0.28;0.05;0.12;0.26;0.1;0.09;0.22;0.02;0.2;0.12;0.03;0.24;0.05;0.17;0.08;0.06;0.17;0.08;0.12;0.24;0.06;0.11;0.12;0.19;0.44;0.24;0.09;0.45;0.11;0.06;0.14;0.11;0.07;0.1;0.03;0.28;0.48;0.07;0.15;0.04;0.26;0.21;0.15;3.52215215435572;44.1067250058905
0.07;0.07;0.28;0.15;0;0.03;0.06;0.12;0.3;0.05;0.12;0.32;0.07;0.09;0.22;0.01;0.19;0.08;0.03;0.22;0.05;0.18;0.11;0.08;0.14;0.08;0.12;0.26;0.04;0.13;0.17;0.17;0.49;0.25;0.11;0.44;0.1;0.05;0.16;0.11;0.06;0.1;0.05;0.35;0.6;0.07;0.15;0.04;0.19;0.18;0.2;3.52220823459938;44.1128349772357
0.07;0.08;0.34;0.15;0;0.04;0.05;0.14;0.29;0.06;0.12;0.32;0.08;0.09;0.23;0.01;0.21;0.12;0.03;0.24;0.05;0.18;0.12;0.16;0.19;0.08;0.12;0.24;0.06;0.13;0.16;0.17;0.47;0.25;0.11;0.44;0.1;0.05;0.16;0.11;0.07;0.1;0.03;0.35;0.6;0.07;0.15;0.04;0.2;0.18;0.19;3.52226432689043;44.1189449687009
0.08;0.07;0.34;0.15;0;0.04;0.08;0.12;0.26;0.12;0.12;0.32;0.06;0.09;0.25;0.01;0.18;0.08;0.03;0.2;0.04;0.16;0.11;0.1;0.15;0.09;0.12;0.29;0.04;0.13;0.29;0.18;0.5;0.29;0.13;0.4;0.11;0.05;0.16;0.11;0.04;0.1;0.05;0.39;0.65;0.08;0.23;0.04;0.17;0.18;0.21;3.52232043123275;44.1250549802199
0.07;0.07;0.34;0.15;0;0.04;0.08;0.14;0.26;0.05;0.12;0.32;0.06;0.09;0.24;0.01;0.2;0.1;0.03;0.17;0.08;0.18;0.12;0.1;0.16;0.08;0.12;0.26;0.05;0.13;0.13;0.17;0.53;0.28;0.12;0.43;0.12;0.05;0.16;0.11;0.06;0.1;0.04;0.37;0.62;0.07;0.15;0.04;0.19;0.18;0.18;3.52237654763023;44.1311650117262
0.07;0.08;0.29;0.15;0;0.03;0.08;0.12;0.26;0.1;0.12;0.33;0.06;0.09;0.27;0.01;0.2;0.07;0.03;0.19;0.05;0.18;0.1;0.08;0.17;0.09;0.12;0.29;0.05;0.14;0.28;0.18;0.49;0.26;0.11;0.39;0.13;0.05;0.15;0.11;0.06;0.1;0.07;0.43;0.66;0.07;0.23;0.04;0.19;0.18;0.26;3.52243267608676;44.1372750631534
0.06;0.05;0.27;0.13;0;0.04;0.08;0.05;0.28;0.04;0.12;0.26;0.02;0.09;0.23;0.01;0.19;0.07;0.02;0.16;0.01;0.17;0;0;0.13;0.08;0.12;0.26;0.05;0.14;0.18;0.17;0.5;0.27;0.11;0.48;0.09;0.06;0.14;0.09;0.06;0.1;0.05;0.27;0.57;0.05;0.13;0.03;0.21;0.2;0.17;3.52248881660622;44.143385134435
0.06;0.05;0.27;0.13;0;0.03;0.06;0.05;0.29;0.04;0.12;0.26;0.02;0.09;0.21;0.01;0.18;0.08;0.02;0.16;0.02;0.18;0;0;0.16;0.08;0.12;0.24;0.05;0.14;0.16;0.16;0.43;0.25;0.1;0.49;0.09;0.05;0.14;0.08;0.06;0.1;0.04;0.25;0.54;0.05;0.13;0.03;0.22;0.2;0.17;3.52254496919249;44.1494952255047
0.01;0.03;0.22;0.13;0;0.04;0.06;0.05;0.29;0.04;0.12;0.27;0.02;0.09;0.22;0.02;0.18;0.08;0.02;0.18;0.02;0.19;0;0;0.15;0.08;0.12;0.21;0.06;0.13;0.15;0.16;0.43;0.23;0.09;0.49;0.09;0.05;0.15;0.05;0.06;0.1;0.04;0.24;0.55;0.05;0.14;0.02;0.2;0.09;0.18;3.52260113384948;44.1556053362961
0.06;0.05;0.26;0.15;0;0.03;0.09;0.09;0.27;0.16;0.12;0.27;0.06;0.09;0.24;0.01;0.16;0.07;0.03;0.18;0.02;0.17;0;0.01;0.18;0.09;0.12;0.29;0.04;0.14;0.18;0.15;0.53;0.28;0.11;0.44;0.13;0.16;0.16;0.11;0.04;0.1;0.06;0.34;0.63;0.07;0.14;0.03;0.16;0.18;0.33;3.52265731058107;44.1617154667427
0.05;0.04;0.24;0.15;0;0.03;0.09;0.09;0.27;0.22;0.12;0.27;0.05;0.09;0.25;0.01;0.17;0.07;0.03;0.21;0.01;0.18;0;0;0.16;0.09;0.12;0.29;0.04;0.14;0.27;0.17;0.54;0.26;0.11;0.45;0.12;0.15;0.15;0.1;0.04;0.1;0.07;0.29;0.67;0.05;0.21;0.03;0.16;0.15;0.32;3.52271349939117;44.167825616778
0.05;0.04;0.24;0.15;0;0.04;0.09;0.1;0.27;0.16;0.12;0.27;0.05;0.09;0.26;0.01;0.17;0.07;0.03;0.21;0.01;0.16;0;0;0.16;0.09;0.12;0.27;0.04;0.14;0.2;0.16;0.54;0.27;0.11;0.46;0.11;0.16;0.16;0.1;0.04;0.1;0.07;0.27;0.65;0.05;0.2;0.03;0.15;0.15;0.33;3.52276970028365;44.1739357863356
0.02;0.03;0.25;0.13;0;0.04;0.09;0.04;0.28;0.13;0.12;0.26;0.02;0.09;0.21;0.01;0.14;0.04;0.02;0.19;0.01;0.17;0;0;0.17;0.08;0.12;0.2;0.05;0.13;0.17;0.16;0.56;0.27;0.11;0.53;0.09;0.08;0.13;0.07;0.04;0.1;0.07;0.26;0.58;0.05;0.12;0.02;0.17;0.16;0.32;3.52282591326242;44.1800459753491
0.02;0.03;0.27;0.16;0;0.04;0.11;0.03;0.27;0.21;0.12;0.26;0.02;0.09;0.27;0.02;0.13;0.04;0.02;0.24;0.01;0.16;0;0;0.17;0.09;0.12;0.25;0.05;0.13;0.28;0.16;0.56;0.26;0.12;0.52;0.08;0.15;0.13;0.09;0.04;0.1;0.1;0.27;0.61;0.07;0.27;0.02;0.16;0.15;0.32;3.52288213833139;44.186156183752
0;0.03;0.2;0.13;0;0.03;0.08;0.02;0.27;0.2;0.12;0.22;0.02;0.09;0.21;0.01;0.13;0.05;0.02;0.23;0.01;0.17;0;0;0.21;0.09;0.12;0.23;0.05;0.12;0.27;0.15;0.51;0.22;0.11;0.52;0.1;0.15;0.1;0.06;0.06;0.1;0.07;0.26;0.6;0.05;0.17;0.03;0.12;0.16;0.34;3.52293837549445;44.1922664114778
0;0.04;0.21;0.13;0;0.03;0.05;0.03;0.29;0.04;0.12;0.22;0.02;0.09;0.21;0.01;0.16;0.05;0.02;0.18;0.02;0.18;0;0;0.22;0.08;0.12;0.18;0.05;0.13;0.17;0.12;0.41;0.22;0.1;0.52;0.1;0.05;0.1;0.04;0.06;0.1;0.04;0.22;0.55;0.05;0.1;0.03;0.16;0.16;0.19;3.5229946247555;44.19837665846
