Acacia.longifolia;Aix.sponsa;Amazona.aestiva;Arocatus.longiceps;Arundo.donaciformis;Asparagus.asparagoides;Attalus.maculicollis;Bartheletia.paradoxa;Belgrandiella.saxatilis;Bofilliella.subarcuata;Bruchus.lentis;Brunfelsia.australis;Charonia.tritonis;Clavaria.aurantia;Conistra.rubiginosa;Cryptolaemus.montrouzieri;Delairea.odorata;Ectoedemia.algeriensis;Epitonium.clathrus;Eranthis.hyemalis;Euparthenia.bulinea;Flammulina.velutipes;Haminoea.exigua;Hedera.algeriensis;Jasminum.nudiflorum;Kaloplocamus.ramosus;Marcetia.mucugensis;Melinopterus.consputus;Microxeromagna.lowei;Moitessieria.collellensis;Oeosporangium.tinaei;Oinophila.v.flava;Paladilhia.vernierensis;Parafomoria.pseudocistivora;Petaloptila.aliena;Phigalia.pilosaria;Platygloea.miedzyrzecensis;Polypodium.shivasiae;Raja.undulata;Retinella.olivetorum;Romulea.bocchierii;Solemya.togata;Tethys.fimbria;Theria.primaria;Tremella.mesenterica;Trifurcula.calycotomella;Trifurcula.josefklimeschi;Truncatella.subcylindrica;Unio.mancus;Uromyces.erythronii;Vandenboschia.speciosa;x;y
0;0.02;0.11;0.14;0;0.03;0.03;0.03;0.31;0.06;0.07;0.18;0.02;0.1;0.22;0.01;0.15;0.06;0.02;0.16;0.02;0.16;0;0;0.15;0.07;0.12;0.14;0.05;0.13;0.15;0.03;0.43;0.07;0.09;0.47;0.07;0.06;0.11;0.03;0.06;0.08;0.04;0.11;0.51;0.03;0.11;0.03;0.12;0;0.1;3.45319478330866;43.9665028351618
0;0;0.1;0.14;0.01;0.02;0;0.03;0.33;0.07;0.07;0.13;0.01;0.1;0.17;0.03;0.19;0.04;0.02;0.15;0.02;0.14;0;0;0.23;0.04;0.06;0.09;0.07;0.11;0.16;0.02;0.29;0.07;0.08;0.64;0.03;0.06;0.11;0.02;0.05;0.08;0.04;0.08;0.46;0.03;0.12;0.03;0.07;0;0.09;3.45324333779006;43.9726123588078
0;0.01;0.11;0.14;0.01;0.01;0.02;0.03;0.34;0.05;0.07;0.17;0.02;0.1;0.21;0.02;0.17;0.09;0.02;0.12;0.01;0.15;0;0;0.14;0.07;0.12;0.17;0.04;0.14;0.12;0.03;0.52;0.05;0.09;0.53;0.06;0.05;0.12;0.03;0.06;0.08;0.04;0.1;0.53;0.03;0.12;0.03;0.14;0;0.12;3.45329190267653;43.9787219041026
0;0.03;0.11;0.15;0.01;0.01;0.02;0.02;0.32;0.21;0.07;0.16;0.02;0.1;0.18;0.02;0.13;0.08;0.02;0.17;0.01;0.15;0;0;0.15;0.08;0.08;0.23;0.04;0.14;0.32;0.04;0.52;0.06;0.1;0.53;0.05;0.13;0.15;0.06;0.06;0.08;0.11;0.14;0.56;0.04;0.2;0.03;0.1;0;0.23;3.45334047797143;43.98483147098
0;0.02;0.11;0.15;0.01;0.01;0.02;0.03;0.32;0.1;0.07;0.16;0.02;0.1;0.18;0.03;0.13;0.08;0.02;0.22;0.01;0.15;0;0;0.15;0.09;0.09;0.27;0.04;0.13;0.34;0.06;0.49;0.08;0.1;0.55;0.05;0.05;0.14;0.05;0.04;0.09;0.09;0.1;0.57;0.03;0.24;0.03;0.11;0;0.15;3.45338906367811;43.9909410593739
0;0.01;0.11;0.14;0.01;0.01;0.02;0.03;0.33;0.05;0.07;0.16;0.02;0.1;0.2;0.02;0.15;0.08;0.02;0.13;0.01;0.15;0;0;0.13;0.08;0.08;0.19;0.04;0.14;0.17;0.02;0.52;0.06;0.1;0.53;0.05;0.05;0.15;0.04;0.04;0.08;0.05;0.1;0.53;0.04;0.22;0.03;0.14;0;0.13;3.45343765979991;43.9970506692179
0.01;0.02;0.16;0.14;0;0.04;0.07;0.03;0.33;0.05;0.09;0.22;0.02;0.09;0.19;0.01;0.15;0.09;0.02;0.12;0.01;0.17;0;0;0.1;0.07;0.12;0.19;0.05;0.14;0.16;0.03;0.51;0.12;0.1;0.5;0.07;0.05;0.15;0.03;0.04;0.08;0.04;0.14;0.62;0.06;0.15;0.02;0.13;0;0.14;3.45348626634017;44.0031603004458
0.06;0.04;0.25;0.15;0;0.06;0.09;0.05;0.31;0.06;0.12;0.27;0.02;0.09;0.24;0.02;0.21;0.08;0.02;0.15;0.02;0.17;0.01;0;0.11;0.07;0.12;0.24;0.05;0.15;0.18;0.19;0.5;0.33;0.11;0.45;0.07;0.05;0.17;0.09;0.04;0.1;0.06;0.2;0.53;0.08;0.23;0.04;0.16;0.1;0.09;3.45353488330226;44.0092699529914
0.07;0.04;0.25;0.14;0;0.03;0.08;0.04;0.3;0.06;0.12;0.27;0.02;0.09;0.23;0.01;0.2;0.08;0.02;0.17;0.02;0.17;0.01;0;0.11;0.07;0.12;0.24;0.05;0.14;0.18;0.18;0.51;0.29;0.11;0.42;0.07;0.07;0.17;0.09;0.06;0.1;0.05;0.2;0.6;0.07;0.16;0.04;0.15;0.1;0.09;3.45358351068952;44.0153796267885
0.07;0.06;0.27;0.16;0;0.04;0.11;0.1;0.3;0.11;0.12;0.32;0.06;0.09;0.25;0.01;0.19;0.09;0.03;0.16;0.06;0.16;0.08;0.08;0.13;0.07;0.12;0.27;0.04;0.14;0.3;0.18;0.51;0.31;0.11;0.4;0.11;0.06;0.17;0.11;0.04;0.1;0.05;0.34;0.64;0.07;0.22;0.04;0.16;0.18;0.17;3.45363214850531;44.0214893217707
0.08;0.07;0.26;0.16;0;0.04;0.11;0.09;0.3;0.3;0.11;0.32;0.06;0.09;0.32;0.01;0.18;0.08;0.03;0.24;0.07;0.16;0.03;0.06;0.15;0.09;0.12;0.38;0.04;0.14;0.3;0.18;0.53;0.3;0.12;0.4;0.12;0.14;0.18;0.12;0.04;0.1;0.1;0.31;0.65;0.1;0.3;0.04;0.15;0.18;0.25;3.45368079675298;44.0275990378719
0.07;0.04;0.24;0.14;0;0.03;0.08;0.1;0.31;0.06;0.12;0.27;0.03;0.09;0.22;0.01;0.18;0.08;0.03;0.17;0.08;0.18;0.01;0;0.13;0.07;0.12;0.26;0.04;0.16;0.16;0.17;0.53;0.28;0.11;0.46;0.07;0.05;0.17;0.08;0.06;0.1;0.04;0.21;0.61;0.07;0.15;0.04;0.19;0.12;0.15;3.45372945543588;44.0337087750257
0.07;0.04;0.24;0.14;0;0.04;0.08;0.12;0.3;0.06;0.12;0.27;0.03;0.09;0.23;0.01;0.21;0.09;0.03;0.19;0.06;0.18;0.01;0;0.14;0.07;0.12;0.25;0.05;0.15;0.12;0.17;0.48;0.29;0.09;0.44;0.08;0.05;0.17;0.08;0.06;0.1;0.03;0.22;0.54;0.07;0.15;0.04;0.23;0.12;0.14;3.45377812455739;44.0398185331658
0.06;0.05;0.26;0.14;0;0.03;0.08;0.05;0.29;0.08;0.12;0.26;0.02;0.09;0.21;0.01;0.18;0.08;0.02;0.17;0.06;0.17;0.01;0;0.12;0.07;0.12;0.25;0.05;0.14;0.16;0.17;0.51;0.28;0.11;0.47;0.07;0.06;0.16;0.08;0.06;0.1;0.04;0.21;0.58;0.07;0.15;0.04;0.16;0.1;0.14;3.45382680412085;44.0459283122261
0.06;0.05;0.26;0.14;0;0.03;0.08;0.05;0.29;0.06;0.12;0.27;0.02;0.09;0.21;0.01;0.17;0.08;0.02;0.17;0.03;0.17;0.01;0;0.12;0.07;0.12;0.26;0.04;0.15;0.18;0.19;0.52;0.27;0.12;0.45;0.07;0.05;0.17;0.09;0.06;0.11;0.05;0.19;0.62;0.07;0.15;0.03;0.16;0.1;0.13;3.45387549412962;44.05203811214
0.05;0.05;0.26;0.14;0;0.04;0.09;0.04;0.29;0.25;0.12;0.26;0.02;0.09;0.25;0.01;0.16;0.07;0.02;0.19;0.05;0.16;0.01;0;0.15;0.08;0.12;0.28;0.05;0.13;0.26;0.18;0.51;0.29;0.11;0.45;0.07;0.15;0.16;0.1;0.04;0.11;0.07;0.22;0.6;0.09;0.21;0.03;0.13;0.1;0.26;3.45392419458708;44.0581479328415
0.02;0.05;0.21;0.14;0;0.05;0.08;0.05;0.31;0.06;0.09;0.26;0.02;0.09;0.25;0.01;0.18;0.05;0.02;0.17;0.03;0.17;0;0;0.15;0.07;0.12;0.24;0.05;0.14;0.15;0.11;0.48;0.26;0.12;0.51;0.07;0.06;0.14;0.05;0.04;0.1;0.05;0.17;0.51;0.06;0.14;0.03;0.14;0.07;0.16;3.45397290549657;44.0642577742641
0.02;0.04;0.21;0.14;0.01;0.03;0.05;0.05;0.3;0.05;0.07;0.26;0.02;0.09;0.21;0.02;0.16;0.05;0.02;0.23;0.03;0.18;0.01;0;0.17;0.07;0.12;0.24;0.09;0.11;0.14;0.08;0.42;0.22;0.11;0.51;0.07;0.06;0.14;0.04;0.07;0.1;0.05;0.2;0.56;0.07;0.14;0.03;0.16;0.11;0.14;3.45402162686148;44.0703676363416
0.07;0.07;0.25;0.16;0.02;0.03;0.06;0.11;0.27;0.05;0.1;0.27;0.16;0.09;0.26;0.02;0.2;0.09;0.08;0.24;0.06;0.19;0.08;0.06;0.17;0.07;0.12;0.26;0.05;0.11;0.13;0.17;0.41;0.25;0.1;0.47;0.14;0.04;0.16;0.1;0.11;0.1;0.04;0.35;0.53;0.11;0.16;0.04;0.24;0.2;0.17;3.45407035868516;44.0764775190075
0.07;0.06;0.26;0.16;0;0.03;0.05;0.09;0.29;0.12;0.12;0.27;0.07;0.09;0.24;0.02;0.18;0.09;0.03;0.24;0.07;0.15;0.07;0.06;0.13;0.08;0.12;0.28;0.04;0.13;0.16;0.17;0.49;0.25;0.1;0.41;0.11;0.06;0.17;0.11;0.06;0.1;0.07;0.32;0.6;0.07;0.15;0.04;0.19;0.18;0.19;3.45411910097098;44.0825874221956
0.08;0.06;0.26;0.18;0;0.04;0.09;0.09;0.27;0.3;0.11;0.26;0.06;0.09;0.33;0.02;0.16;0.04;0.03;0.35;0.07;0.16;0.03;0.03;0.21;0.12;0.13;0.39;0.05;0.12;0.25;0.18;0.52;0.29;0.12;0.47;0.12;0.14;0.15;0.11;0.04;0.11;0.13;0.36;0.55;0.1;0.31;0.04;0.15;0.18;0.27;3.45416785372231;44.0886973458396
0.06;0.11;0.21;0.16;0;0.04;0.09;0.04;0.28;0.26;0.11;0.25;0.02;0.09;0.3;0.02;0.15;0.04;0.02;0.35;0.03;0.17;0;0;0.15;0.1;0.12;0.4;0.05;0.12;0.25;0.19;0.51;0.27;0.12;0.53;0.07;0.14;0.14;0.09;0.04;0.1;0.09;0.28;0.57;0.06;0.29;0.03;0.14;0.12;0.23;3.45421661694252;44.094807289873
0.06;0.05;0.21;0.14;0;0.05;0.08;0.05;0.29;0.05;0.12;0.25;0.02;0.09;0.22;0.01;0.18;0.04;0.02;0.23;0.03;0.18;0;0;0.13;0.08;0.12;0.27;0.05;0.13;0.24;0.19;0.49;0.27;0.11;0.5;0.07;0.04;0.14;0.08;0.06;0.1;0.05;0.22;0.48;0.05;0.21;0.03;0.17;0.12;0.14;3.45426539063499;44.1009172542295
0.06;0.05;0.21;0.13;0;0.03;0.08;0.04;0.28;0.13;0.12;0.25;0.02;0.09;0.22;0.01;0.17;0.04;0.02;0.25;0.04;0.17;0;0;0.14;0.08;0.12;0.28;0.05;0.12;0.17;0.17;0.58;0.25;0.11;0.49;0.07;0.06;0.14;0.09;0.06;0.1;0.06;0.23;0.57;0.05;0.13;0.03;0.14;0.12;0.25;3.45431417480309;44.1070272388428
0.03;0.04;0.21;0.13;0.01;0.04;0.09;0.05;0.28;0.24;0.1;0.25;0.02;0.09;0.25;0.01;0.15;0.07;0.02;0.33;0.02;0.17;0;0;0.14;0.09;0.12;0.33;0.04;0.12;0.25;0.14;0.52;0.28;0.11;0.51;0.06;0.14;0.14;0.06;0.04;0.1;0.09;0.21;0.64;0.06;0.23;0.03;0.14;0.07;0.29;3.45436296945019;44.1131372436465
0.05;0.04;0.25;0.13;0.01;0.04;0.09;0.04;0.27;0.15;0.12;0.25;0.02;0.09;0.29;0.01;0.15;0.07;0.02;0.26;0.01;0.17;0;0;0.13;0.09;0.12;0.28;0.04;0.14;0.24;0.18;0.55;0.29;0.12;0.5;0.07;0.06;0.14;0.09;0.04;0.1;0.07;0.23;0.65;0.06;0.25;0.03;0.15;0.14;0.27;3.45441177457967;44.1192472685742
0.06;0.05;0.25;0.16;0;0.06;0.08;0.11;0.28;0.06;0.12;0.25;0.06;0.09;0.26;0.02;0.22;0.04;0.03;0.21;0.05;0.18;0;0;0.19;0.08;0.12;0.26;0.05;0.13;0.15;0.17;0.48;0.31;0.1;0.48;0.1;0.06;0.15;0.09;0.05;0.1;0.04;0.3;0.5;0.07;0.13;0.03;0.21;0.18;0.2;3.45446059019491;44.1253573135594
0.06;0.06;0.26;0.16;0;0.05;0.09;0.1;0.27;0.1;0.12;0.26;0.06;0.09;0.29;0.02;0.17;0.07;0.03;0.27;0.07;0.17;0;0;0.16;0.11;0.13;0.37;0.04;0.14;0.28;0.2;0.49;0.3;0.12;0.49;0.1;0.03;0.16;0.1;0.04;0.11;0.1;0.29;0.58;0.08;0.3;0.03;0.19;0.18;0.19;3.45450941629929;44.1314673785359
0.05;0.04;0.27;0.13;0;0.04;0.08;0.04;0.26;0.2;0.12;0.26;0.02;0.09;0.24;0.01;0.15;0.07;0.02;0.27;0.01;0.16;0;0;0.14;0.09;0.12;0.38;0.04;0.12;0.25;0.2;0.54;0.27;0.11;0.45;0.07;0.12;0.15;0.1;0.04;0.1;0.09;0.29;0.64;0.05;0.22;0.03;0.17;0.17;0.23;3.45455825289619;44.1375774634372
0;0.02;0.17;0.13;0;0.03;0.06;0.02;0.26;0.08;0.09;0.22;0.02;0.09;0.21;0.02;0.14;0.07;0.02;0.28;0.01;0.16;0;0;0.19;0.09;0.12;0.23;0.05;0.11;0.28;0.05;0.44;0.09;0.1;0.47;0.07;0.04;0.14;0.05;0.06;0.08;0.08;0.16;0.64;0.03;0.22;0.03;0.13;0.06;0.16;3.45460709998899;44.1436875681969
0;0.03;0.17;0.13;0.01;0.03;0.03;0.03;0.26;0.04;0.07;0.22;0.04;0.09;0.18;0.03;0.17;0.05;0.02;0.17;0.02;0.18;0;0;0.18;0.08;0.12;0.16;0.08;0.11;0.11;0.03;0.37;0.06;0.08;0.52;0.07;0.05;0.14;0.02;0.09;0.08;0.04;0.13;0.49;0.04;0.11;0.03;0.17;0.08;0.14;3.45465595758108;44.1497976927485
0;0.03;0.2;0.13;0;0.04;0.07;0.03;0.26;0.1;0.09;0.21;0.02;0.09;0.21;0.02;0.13;0.07;0.02;0.17;0.01;0.16;0;0;0.2;0.08;0.12;0.23;0.04;0.13;0.27;0.03;0.46;0.2;0.11;0.49;0.07;0.04;0.12;0.05;0.04;0.08;0.06;0.16;0.66;0.05;0.19;0.03;0.11;0.07;0.19;3.45470482567583;44.1559078370258
0;0.02;0.18;0.13;0;0.03;0.06;0.02;0.27;0.19;0.09;0.18;0.02;0.1;0.2;0.02;0.13;0.06;0.02;0.24;0.01;0.16;0;0;0.22;0.08;0.12;0.22;0.05;0.11;0.26;0.04;0.47;0.13;0.1;0.49;0.07;0.12;0.11;0.05;0.05;0.08;0.09;0.23;0.59;0.03;0.19;0.03;0.11;0.06;0.3;3.45475370427665;44.1620180009621
0;0.03;0.17;0.13;0.01;0.01;0.01;0.04;0.28;0.04;0.1;0.17;0.03;0.1;0.22;0.03;0.18;0.05;0.02;0.13;0.01;0.16;0;0;0.2;0.07;0.12;0.15;0.07;0.12;0.15;0.05;0.39;0.07;0.08;0.48;0.05;0.04;0.11;0.03;0.07;0.08;0.04;0.11;0.49;0.03;0.11;0.03;0.18;0.07;0.16;3.45480259338691;44.1681281844911
0;0.02;0.17;0.13;0.01;0.01;0.02;0.03;0.27;0.08;0.09;0.17;0.02;0.1;0.25;0.03;0.14;0.06;0.02;0.17;0.01;0.16;0;0;0.2;0.07;0.12;0.2;0.04;0.13;0.27;0.06;0.44;0.08;0.09;0.49;0.06;0.03;0.12;0.04;0.04;0.08;0.05;0.11;0.64;0.03;0.19;0.03;0.14;0.06;0.16;3.45485149301001;44.1742383875463
0;0.02;0.2;0.13;0;0.04;0.08;0.02;0.27;0.2;0.09;0.17;0.02;0.1;0.22;0.02;0.14;0.07;0.02;0.22;0.01;0.16;0;0;0.2;0.08;0.12;0.19;0.04;0.12;0.23;0.04;0.46;0.11;0.1;0.49;0.06;0.14;0.11;0.05;0.04;0.08;0.07;0.19;0.64;0.05;0.17;0.03;0.11;0.1;0.27;3.45490040314934;44.1803486100613
0;0.02;0.18;0.13;0;0.04;0.06;0.03;0.27;0.03;0.09;0.18;0.02;0.1;0.19;0.02;0.16;0.07;0.02;0.17;0.01;0.16;0;0;0.18;0.07;0.12;0.15;0.04;0.12;0.14;0.03;0.46;0.1;0.1;0.49;0.06;0.05;0.11;0.03;0.06;0.09;0.05;0.17;0.54;0.05;0.1;0.03;0.15;0.1;0.21;3.45494932380829;44.1864588519695
0;0.02;0.17;0.13;0.01;0.01;0;0.04;0.28;0.03;0.09;0.16;0.02;0.1;0.22;0.02;0.12;0.06;0.03;0.13;0.02;0.15;0;0;0.29;0.06;0.12;0.15;0.04;0.12;0.1;0.03;0.36;0.06;0.09;0.48;0.07;0.04;0.11;0.03;0.06;0.08;0.05;0.08;0.6;0.03;0.11;0.03;0.15;0.06;0.15;3.45499825499025;44.1925691132047
0;0.04;0.18;0.13;0.03;0;0.02;0.03;0.29;0.08;0.11;0.16;0.03;0.1;0.21;0.03;0.15;0.18;0.05;0.24;0.02;0.16;0.02;0.01;0.27;0.06;0.12;0.16;0.17;0.14;0.1;0.03;0.33;0.12;0.09;0.48;0.1;0.05;0.1;0.01;0.1;0.08;0.04;0.14;0.5;0.04;0.12;0.03;0.23;0.09;0.14;3.45504719669862;44.1986793937001
0;0.04;0.21;0.14;0.06;0.03;0.06;0.03;0.3;0.06;0.09;0.21;0.05;0.1;0.22;0.03;0.14;0.14;0.08;0.29;0.01;0.19;0.02;0;0.23;0.07;0.12;0.17;0.07;0.15;0.11;0.04;0.35;0.15;0.1;0.48;0.12;0.03;0.11;0.01;0.08;0.12;0.03;0.24;0.49;0.07;0.11;0.03;0.24;0.2;0.14;3.4550961489368;44.2047896933894
0.01;0.04;0.24;0.14;0.08;0.03;0.08;0.03;0.27;0.08;0.15;0.21;0.05;0.1;0.22;0.02;0.15;0.16;0.05;0.28;0.01;0.18;0.02;0;0.22;0.07;0.12;0.16;0.16;0.14;0.11;0.16;0.35;0.15;0.1;0.44;0.13;0.05;0.11;0.04;0.08;0.12;0.03;0.29;0.51;0.06;0.12;0.03;0.28;0.22;0.13;3.45514511170818;44.2109000122061
0.01;0.04;0.21;0.14;0.09;0.03;0.08;0.03;0.26;0.08;0.15;0.21;0.06;0.1;0.23;0.02;0.15;0.19;0.08;0.3;0.01;0.19;0.02;0;0.23;0.07;0.12;0.18;0.15;0.16;0.12;0.16;0.37;0.16;0.1;0.45;0.12;0.06;0.11;0.04;0.11;0.12;0.03;0.3;0.54;0.1;0.12;0.03;0.29;0.21;0.14;3.45519408501617;44.2170103500836
0;0.01;0.12;0.14;0;0.03;0.06;0.02;0.32;0.2;0.07;0.18;0.02;0.1;0.2;0.01;0.15;0.06;0.02;0.19;0.01;0.16;0;0;0.17;0.07;0.12;0.19;0.05;0.13;0.32;0.04;0.5;0.07;0.11;0.47;0.07;0.05;0.11;0.04;0.06;0.08;0.08;0.13;0.51;0.03;0.16;0.03;0.1;0;0.15;3.46165367695532;43.966467442783
0;0.01;0.09;0.14;0.01;0.02;0;0.01;0.36;0.06;0.06;0.09;0;0.09;0.12;0.02;0.19;0.04;0.03;0.13;0.02;0.13;0;0;0.16;0.03;0.04;0.09;0.04;0.13;0.15;0.02;0.29;0.06;0.1;0.47;0.04;0.05;0.11;0.02;0.04;0.08;0.03;0.1;0.37;0.03;0.11;0.03;0.07;0;0.07;3.46170313766657;43.9725769625114
0;0;0.1;0.14;0.01;0.02;0;0.01;0.35;0.05;0.06;0.13;0;0.1;0.15;0.02;0.18;0.04;0.02;0.14;0.01;0.14;0;0;0.13;0.04;0.06;0.1;0.05;0.13;0.13;0.02;0.31;0.08;0.09;0.58;0.04;0.05;0.11;0.03;0.04;0.08;0.05;0.08;0.42;0.03;0.12;0.03;0.08;0;0.09;3.46175260897709;43.9786865038881
0;0.01;0.11;0.14;0;0.02;0.07;0.03;0.33;0.04;0.07;0.17;0.02;0.1;0.2;0.01;0.17;0.09;0.02;0.12;0.01;0.16;0;0;0.13;0.07;0.08;0.16;0.04;0.14;0.13;0.03;0.52;0.07;0.1;0.5;0.05;0.05;0.15;0.03;0.06;0.08;0.04;0.1;0.51;0.03;0.12;0.03;0.15;0;0.12;3.46180209089029;43.9847960668471
0;0.01;0.11;0.14;0;0.01;0.08;0.02;0.32;0.21;0.07;0.17;0.02;0.1;0.2;0.01;0.15;0.08;0.02;0.16;0.01;0.16;0;0;0.14;0.08;0.08;0.22;0.04;0.14;0.31;0.04;0.57;0.08;0.1;0.51;0.05;0.14;0.15;0.06;0.06;0.08;0.08;0.1;0.57;0.03;0.19;0.03;0.1;0;0.24;3.46185158340958;43.990905651322
0;0.01;0.11;0.15;0.01;0.01;0.02;0.03;0.32;0.05;0.07;0.16;0.02;0.1;0.17;0.03;0.15;0.08;0.02;0.14;0.01;0.15;0;0;0.13;0.07;0.08;0.2;0.04;0.14;0.33;0.04;0.51;0.06;0.1;0.54;0.05;0.04;0.15;0.05;0.04;0.08;0.06;0.1;0.54;0.03;0.2;0.03;0.13;0;0.13;3.46190108653837;43.9970152572466
0;0.04;0.2;0.16;0;0.04;0.09;0.04;0.32;0.14;0.09;0.22;0.02;0.09;0.22;0.02;0.16;0.08;0.02;0.17;0.01;0.16;0;0;0.1;0.1;0.13;0.27;0.04;0.14;0.33;0.05;0.53;0.18;0.11;0.49;0.07;0.05;0.14;0.05;0.04;0.09;0.1;0.14;0.61;0.06;0.23;0.02;0.1;0.01;0.18;3.46195060028006;44.0031248845546
0.06;0.04;0.25;0.14;0;0.04;0.09;0.04;0.3;0.18;0.12;0.27;0.02;0.09;0.23;0.01;0.18;0.08;0.02;0.17;0.02;0.16;0.01;0;0.11;0.08;0.12;0.24;0.04;0.14;0.18;0.17;0.54;0.3;0.11;0.43;0.07;0.16;0.17;0.1;0.04;0.11;0.06;0.2;0.6;0.08;0.17;0.04;0.13;0.1;0.18;3.46200012463808;44.00923453318
0.08;0.04;0.25;0.14;0;0.04;0.05;0.05;0.33;0.07;0.12;0.27;0.02;0.09;0.23;0.01;0.23;0.09;0.02;0.16;0.02;0.17;0.01;0.01;0.14;0.07;0.12;0.2;0.05;0.14;0.14;0.18;0.44;0.26;0.09;0.41;0.07;0.05;0.17;0.08;0.07;0.11;0.04;0.2;0.5;0.07;0.16;0.04;0.17;0.1;0.1;3.46204965961583;44.0153442030563
0.07;0.07;0.28;0.16;0;0.03;0.08;0.1;0.32;0.07;0.12;0.32;0.06;0.09;0.21;0.01;0.21;0.1;0.03;0.16;0.04;0.17;0.11;0.08;0.16;0.07;0.12;0.25;0.05;0.14;0.13;0.17;0.51;0.27;0.1;0.38;0.11;0.05;0.17;0.11;0.07;0.1;0.04;0.33;0.59;0.07;0.15;0.04;0.2;0.18;0.17;3.46209920521674;44.0214538941173
0.08;0.06;0.27;0.17;0;0.03;0.09;0.1;0.31;0.16;0.12;0.32;0.06;0.09;0.23;0.02;0.19;0.09;0.03;0.2;0.06;0.17;0.05;0.07;0.15;0.07;0.12;0.35;0.04;0.13;0.29;0.19;0.5;0.29;0.11;0.42;0.13;0.05;0.17;0.11;0.04;0.1;0.06;0.29;0.65;0.08;0.25;0.04;0.17;0.18;0.18;3.46214876144422;44.0275636062968
0.08;0.06;0.27;0.16;0;0.03;0.09;0.11;0.3;0.1;0.12;0.32;0.07;0.09;0.27;0.02;0.19;0.08;0.03;0.21;0.07;0.17;0.03;0.06;0.15;0.07;0.12;0.34;0.04;0.13;0.29;0.2;0.51;0.28;0.11;0.41;0.1;0.04;0.17;0.12;0.04;0.1;0.06;0.28;0.65;0.08;0.25;0.04;0.17;0.18;0.2;3.46219832830169;44.0336733395284
0.09;0.06;0.27;0.16;0;0.05;0.09;0.1;0.3;0.1;0.12;0.32;0.06;0.09;0.26;0.02;0.19;0.08;0.03;0.17;0.07;0.17;0.03;0.07;0.14;0.07;0.12;0.29;0.04;0.14;0.27;0.23;0.5;0.29;0.11;0.42;0.11;0.05;0.17;0.12;0.04;0.1;0.05;0.28;0.59;0.08;0.24;0.04;0.17;0.18;0.2;3.46224790579257;44.039783093746
0.09;0.06;0.27;0.16;0;0.04;0.1;0.09;0.3;0.29;0.12;0.32;0.06;0.09;0.31;0.01;0.17;0.08;0.03;0.22;0.05;0.16;0.03;0.06;0.15;0.09;0.12;0.37;0.04;0.15;0.29;0.18;0.53;0.28;0.12;0.41;0.11;0.14;0.18;0.13;0.04;0.1;0.09;0.3;0.64;0.1;0.31;0.04;0.16;0.18;0.29;3.46229749392028;44.0458928688831
0.08;0.04;0.27;0.14;0;0.04;0.08;0.04;0.3;0.28;0.12;0.27;0.02;0.09;0.24;0.01;0.19;0.08;0.03;0.24;0.05;0.16;0.01;0.01;0.13;0.08;0.12;0.36;0.04;0.14;0.29;0.19;0.52;0.28;0.11;0.44;0.07;0.13;0.17;0.11;0.04;0.1;0.09;0.29;0.61;0.08;0.24;0.04;0.17;0.12;0.25;3.46234709268825;44.0520026648736
0.07;0.05;0.27;0.14;0;0.02;0.05;0.06;0.29;0.06;0.12;0.27;0.03;0.09;0.22;0.01;0.22;0.1;0.03;0.17;0.07;0.18;0.01;0;0.16;0.07;0.12;0.24;0.05;0.14;0.13;0.19;0.43;0.26;0.09;0.47;0.07;0.06;0.17;0.07;0.07;0.1;0.03;0.22;0.51;0.07;0.16;0.04;0.23;0.13;0.13;3.4623967020999;44.0581124816511
0.06;0.05;0.21;0.14;0;0.03;0.06;0.04;0.31;0.12;0.12;0.26;0.02;0.09;0.22;0.01;0.18;0.07;0.02;0.21;0.08;0.18;0.01;0;0.13;0.08;0.12;0.26;0.05;0.14;0.15;0.18;0.48;0.25;0.11;0.47;0.07;0.06;0.15;0.08;0.06;0.11;0.06;0.19;0.57;0.07;0.14;0.03;0.18;0.1;0.16;3.46244632215866;44.0642223191493
0.06;0.05;0.21;0.14;0.01;0.03;0.07;0.05;0.27;0.1;0.12;0.26;0.04;0.09;0.23;0.02;0.18;0.06;0.02;0.23;0.04;0.2;0.01;0;0.15;0.07;0.12;0.25;0.11;0.13;0.12;0.18;0.41;0.24;0.09;0.54;0.09;0.05;0.14;0.07;0.1;0.1;0.04;0.23;0.5;0.1;0.16;0.13;0.22;0.13;0.14;3.46249595286796;44.0703321773019
0.06;0.05;0.24;0.16;0.01;0.03;0.05;0.11;0.26;0.06;0.1;0.26;0.08;0.09;0.21;0.02;0.21;0.05;0.08;0.21;0.08;0.18;0.03;0;0.17;0.07;0.12;0.24;0.07;0.11;0.13;0.17;0.41;0.25;0.09;0.52;0.13;0.04;0.16;0.08;0.08;0.1;0.04;0.27;0.47;0.08;0.16;0.04;0.23;0.2;0.14;3.46254559423122;44.0764420560425
0.06;0.04;0.24;0.16;0.01;0.04;0.05;0.11;0.26;0.05;0.1;0.26;0.08;0.09;0.24;0.02;0.19;0.1;0.03;0.25;0.09;0.19;0.03;0;0.14;0.07;0.12;0.24;0.09;0.11;0.12;0.17;0.43;0.25;0.09;0.51;0.1;0.04;0.15;0.09;0.1;0.1;0.03;0.26;0.5;0.11;0.15;0.04;0.24;0.21;0.14;3.46259524625187;44.0825519553048
