"Directory or file in ""/sps/mnhn""";Space used;# of files;Average file size;Median file size;# of directories;# of symlinks;Most recent file access time;Most recent file modification time;participation;site;point;user;date;enregistreur;micro;latitude;longitude;carre
vigiechiro/vigiechiro-prod-datastore/63076ab5816e1735f0b1780b;9.58 GiB;16482;609.57 KiB;39.75 KiB;0;0;2022/09/29 16:00;2022/09/29 16:00;63076ab5816e1735f0b1780b;5ef086ccb9ef1d0011a95f7b;A1;5ee8d133564bde000fab14ca;2022-08-24T18:30:00Z;PassiveRecorder;;45.835580898569;2.83001565910137;Vigiechiro - Point Fixe-630684
vigiechiro/vigiechiro-prod-datastore/63077f70816e1735f0b1850f;18.51 GiB;15;1.23 GiB;700.00 MiB;0;0;2023/02/18 03:55;2023/02/18 03:55;63077f70816e1735f0b1850f;62de9b189155827119fe0ea3;Z2;62d8fa28ecd4d255f0a3de43;2022-08-22T18:40:00Z;SM mini;Micro interne;44.3593925063098;-1.06205596770152;Vigiechiro - Point Fixe-400146
vigiechiro/vigiechiro-prod-datastore/63077fc3474c5ab370eadd33;19.40 GiB;16;1.21 GiB;700.00 MiB;0;0;2023/02/18 03:29;2023/02/18 03:29;63077fc3474c5ab370eadd33;62de9b189155827119fe0ea3;F1;62d8fa28ecd4d255f0a3de43;2022-08-22T18:30:00Z;SM mini;Micro interne;44.3593925063098;-1.06205596770152;Vigiechiro - Point Fixe-400146
vigiechiro/vigiechiro-prod-datastore/63078e12474c5ab370eae881;13.19 GiB;1;13.19 GiB;13.19 GiB;0;0;2022/08/25 17:27;2022/08/25 17:28;63078e12474c5ab370eae881;63077d9e816e1735f0b183f6;Z1;62d8fa28ecd4d255f0a3de43;2022-08-19T18:30:00Z;SM mini;Micro interne;44.8449719306121;0.457888605130794;Vigiechiro - Point Fixe-241872
vigiechiro/vigiechiro-prod-datastore/630794d937381caf8d93fe05;2.68 GiB;1;2.68 GiB;2.68 GiB;0;0;2022/08/25 20:45;2022/08/25 20:45;630794d937381caf8d93fe05;62ed5ad00cd18c414b768264;Z1;62c9b8f8acceeef5bbb7db7f;2022-08-24T18:00:00Z;PassiveRecorder;;43.6534855415315;7.00155191216;Vigiechiro - Point Fixe-060999
vigiechiro/vigiechiro-prod-datastore/630797b5816e1735f0b1942c;12.53 GiB;15499;847.42 KiB;59.08 KiB;0;0;2022/08/26 23:06;2022/08/26 23:06;630797b5816e1735f0b1942c;630752ce76a66b7945160f4a;C2;62fc0a901676d390cc0039aa;2022-07-08T19:30:00Z;Audiomoth;;45.421355835083;5.7146536701428;Vigiechiro - Point Fixe-380578
vigiechiro/vigiechiro-prod-datastore/6307c103e7b72ad987140d5e;29.64 GiB;22830;1.33 MiB;364.67 KiB;0;0;2022/08/28 12:19;2022/08/28 12:19;6307c103e7b72ad987140d5e;5cdab6980ec373000d4b83af;Z14;5cd91e05de2c5c000e4aecf1;2022-08-19T17:55:00Z;SM4;SMM-U2;45.1112591521761;4.81713214016077;Vigiechiro - Point Fixe-260151
vigiechiro/vigiechiro-prod-datastore/63087999816e1735f0b1ccd1;11.57 GiB;1;11.57 GiB;11.57 GiB;0;0;2022/08/27 16:54;2022/08/27 16:54;63087999816e1735f0b1ccd1;62f5353efbb91fd989536b1d;Z3;62d15388f69274457fa2b5a0;2022-08-24T16:00:00Z;Audiomoth;;43.2665054929949;3.33499053594417;Vigiechiro - Point Fixe-341552
vigiechiro/vigiechiro-prod-datastore/630b5a3b4299b35d6bdb0bf9;14.90 GiB;1;14.90 GiB;14.90 GiB;0;0;2022/08/28 22:04;2022/08/28 22:05;630b5a3b4299b35d6bdb0bf9;626a56b9965daa0b01f94b46;Z1;56af28f99acc8c000ed8e8d5;2022-08-19T17:40:00Z;PassiveRecorder;Micro externe sans cornet;43.8321696315576;3.30778367582256;Vigiechiro - Point Fixe-340114
vigiechiro/vigiechiro-prod-datastore/630cdc7facb5bbf171ef52fc;11.62 GiB;1;11.62 GiB;11.62 GiB;0;0;2022/08/30 11:17;2022/08/30 11:18;630cdc7facb5bbf171ef52fc;63089cda76a66b79451687dd;Z2;628360a68876564fba92128a;2022-08-01T18:50:00Z;;SMM-U2;43.5274173256516;1.52404527853331;Vigiechiro - Point Fixe-310464
vigiechiro/vigiechiro-prod-datastore/630cdd43cf100000e7007c53;23.34 GiB;28595;855.93 KiB;30.10 KiB;0;0;2022/10/18 18:34;2022/10/18 18:44;630cdd43cf100000e7007c53;62d6bb6df41d0000100074f6;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.702822678;2.165237375;Vigiechiro - Point Fixe-620341
vigiechiro/vigiechiro-prod-datastore/630cdd43cf100000e7007c54;8.59 GiB;10539;855.12 KiB;11.80 KiB;0;0;2022/10/18 18:01;2022/10/18 18:01;630cdd43cf100000e7007c54;62d6bb6df41d0000100074f7;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.62673895;2.177853545;Vigiechiro - Point Fixe-620464
vigiechiro/vigiechiro-prod-datastore/630cdd44cf100000e7007c56;6.11 GiB;8130;788.67 KiB;8.39 KiB;0;0;2022/10/18 17:58;2022/10/18 17:58;630cdd44cf100000e7007c56;62d6bb6df41d0000100074f9;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.616207591;2.167568102;Vigiechiro - Point Fixe-620503
vigiechiro/vigiechiro-prod-datastore/630cdd44cf100000e7007c57;10.67 GiB;11986;933.71 KiB;28.76 KiB;0;0;2022/10/18 18:09;2022/10/18 18:09;630cdd44cf100000e7007c57;62d6bb6df41d0000100074fa;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.671838972;2.171631853;Vigiechiro - Point Fixe-620398
vigiechiro/vigiechiro-prod-datastore/630cdd45cf100000e7007c58;6.72 GiB;8708;809.57 KiB;10.90 KiB;0;0;2022/10/18 18:02;2022/10/18 18:02;630cdd45cf100000e7007c58;62d6bb6df41d0000100074fb;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.597761378;2.156242972;Vigiechiro - Point Fixe-620546
vigiechiro/vigiechiro-prod-datastore/630cdd45cf100000e7007c59;25.77 GiB;23009;1.15 MiB;108.98 KiB;0;0;2022/10/18 18:53;2022/10/18 18:53;630cdd45cf100000e7007c59;62d6bb6df41d0000100074fc;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.606178674;2.222904152;Vigiechiro - Point Fixe-620505
vigiechiro/vigiechiro-prod-datastore/630cdd45cf100000e7007c5a;12.63 GiB;14595;907.20 KiB;15.44 KiB;0;0;2022/10/18 18:14;2022/10/18 18:14;630cdd45cf100000e7007c5a;62d6bb6df41d0000100074fd;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.587519866;2.208089213;Vigiechiro - Point Fixe-620548
vigiechiro/vigiechiro-prod-datastore/630cdd46cf100000e7007c5b;6.28 GiB;8401;783.28 KiB;5.73 KiB;0;0;2022/10/18 18:04;2022/10/18 18:04;630cdd46cf100000e7007c5b;62d6bb6ef41d0000100074fe;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.21752485;3.397853909;Vigiechiro - Point Fixe-591056
vigiechiro/vigiechiro-prod-datastore/630cdd46cf100000e7007c5c;4.89 GiB;5836;878.50 KiB;42.37 KiB;0;0;2022/10/18 18:03;2022/10/18 18:03;630cdd46cf100000e7007c5c;62d6bb6ef41d0000100074ff;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.162794252;3.497946534;Vigiechiro - Point Fixe-591173
vigiechiro/vigiechiro-prod-datastore/630cdd47cf100000e7007c5d;29.55 GiB;29974;1.01 MiB;63.54 KiB;0;0;2022/10/18 19:25;2022/10/18 19:25;630cdd47cf100000e7007c5d;62d6bb6ef41d000010007500;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.175594908;3.531268834;Vigiechiro - Point Fixe-591134
vigiechiro/vigiechiro-prod-datastore/630cdd47cf100000e7007c5e;18.40 GiB;20999;919.00 KiB;33.04 KiB;0;0;2022/10/26 10:11;2022/10/26 10:17;630cdd47cf100000e7007c5e;62d6bb6ef41d000010007501;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.146888852;3.372747418;Vigiechiro - Point Fixe-591207
vigiechiro/vigiechiro-prod-datastore/630cdd47cf100000e7007c5f;25.10 GiB;26630;988.31 KiB;47.26 KiB;0;0;2022/10/26 10:28;2022/10/26 10:36;630cdd47cf100000e7007c5f;62d6bb6ef41d000010007502;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.195643539;3.47337694;Vigiechiro - Point Fixe-591096
vigiechiro/vigiechiro-prod-datastore/630cdd48cf100000e7007c60;37.02 GiB;37414;1.01 MiB;84.95 KiB;0;0;2022/10/23 17:11;2022/10/23 17:27;630cdd48cf100000e7007c60;62d6bb6ef41d000010007503;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.168686552;3.467939859;Vigiechiro - Point Fixe-591132
vigiechiro/vigiechiro-prod-datastore/630cdd48cf100000e7007c61;26.94 GiB;31621;893.39 KiB;28.55 KiB;0;0;2022/11/07 10:38;2022/11/07 10:38;630cdd48cf100000e7007c61;62d6bb6ef41d000010007504;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.171734746;3.420784973;Vigiechiro - Point Fixe-591130
vigiechiro/vigiechiro-prod-datastore/630cdd49cf100000e7007c62;13.71 GiB;17707;812.15 KiB;12.77 KiB;0;0;2022/10/22 08:30;2022/10/22 08:40;630cdd49cf100000e7007c62;62d6bb6ff41d000010007505;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;50.154363862;3.417868878;Vigiechiro - Point Fixe-591170
vigiechiro/vigiechiro-prod-datastore/630cdd49cf100000e7007c63;5.60 GiB;8538;688.07 KiB;5.74 KiB;0;0;2022/10/18 18:12;2022/10/18 18:12;630cdd49cf100000e7007c63;62d6bb6ff41d000010007506;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.986373661;1.834677609;Vigiechiro - Point Fixe-800682
vigiechiro/vigiechiro-prod-datastore/630cdd49cf100000e7007c64;8.94 GiB;12019;779.54 KiB;6.62 KiB;0;0;2022/10/18 18:18;2022/10/18 18:18;630cdd49cf100000e7007c64;62d6bb6ff41d000010007507;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.977517436;1.894522629;Vigiechiro - Point Fixe-800685
vigiechiro/vigiechiro-prod-datastore/630cdd4acf100000e7007c65;6.03 GiB;7101;890.40 KiB;21.47 KiB;0;0;2022/10/18 18:13;2022/10/18 18:13;630cdd4acf100000e7007c65;62d6bb70f41d000010007508;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.979816236;1.862762142;Vigiechiro - Point Fixe-800683
vigiechiro/vigiechiro-prod-datastore/630cdd4acf100000e7007c66;14.89 GiB;18573;840.44 KiB;14.55 KiB;0;0;2022/10/23 16:13;2022/10/23 16:35;630cdd4acf100000e7007c66;62d6bb71f41d000010007509;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.919578748;2.003788059;Vigiechiro - Point Fixe-800906
vigiechiro/vigiechiro-prod-datastore/630cdd4acf100000e7007c67;9.44 GiB;13159;752.50 KiB;4.84 KiB;0;0;2022/10/18 18:23;2022/10/18 18:23;630cdd4acf100000e7007c67;62d6bb71f41d00001000750a;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.922593163;1.982527118;Vigiechiro - Point Fixe-800855
vigiechiro/vigiechiro-prod-datastore/630cdd4bcf100000e7007c68;9.69 GiB;13584;747.76 KiB;5.66 KiB;0;0;2022/10/18 18:26;2022/10/18 18:26;630cdd4bcf100000e7007c68;62d6bb71f41d00001000750b;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.945258926;2.011394311;Vigiechiro - Point Fixe-800802
vigiechiro/vigiechiro-prod-datastore/630cdd4bcf100000e7007c69;6.73 GiB;9765;722.37 KiB;4.89 KiB;0;0;2022/10/18 18:25;2022/10/18 18:25;630cdd4bcf100000e7007c69;62d6bb72f41d00001000750c;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.930413361;2.036563777;Vigiechiro - Point Fixe-800857
vigiechiro/vigiechiro-prod-datastore/630cdd4ccf100000e7007c6a;5.54 GiB;8021;723.90 KiB;7.51 KiB;0;0;2022/10/18 18:23;2022/10/18 18:23;630cdd4ccf100000e7007c6a;62d6bb72f41d00001000750d;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.975155454;1.961579365;Vigiechiro - Point Fixe-800687
vigiechiro/vigiechiro-prod-datastore/630cdd4ccf100000e7007c6b;11.01 GiB;13367;863.98 KiB;53.47 KiB;0;0;2022/10/23 16:35;2022/10/23 16:42;630cdd4ccf100000e7007c6b;62d6bb72f41d00001000750e;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.414487734;2.495936579;Vigiechiro - Point Fixe-621033
vigiechiro/vigiechiro-prod-datastore/630cdd4ccf100000e7007c6c;10.84 GiB;13278;856.21 KiB;14.36 KiB;0;0;2022/10/23 16:22;2022/10/23 16:36;630cdd4ccf100000e7007c6c;62d6bb72f41d00001000750f;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.424853075;2.545771238;Vigiechiro - Point Fixe-620981
vigiechiro/vigiechiro-prod-datastore/630cdd4dcf100000e7007c6d;24.04 GiB;28046;898.91 KiB;35.74 KiB;0;0;2022/10/18 19:04;2022/10/18 19:04;630cdd4dcf100000e7007c6d;62d6bb73f41d000010007510;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.414920484;2.574886255;Vigiechiro - Point Fixe-621036
vigiechiro/vigiechiro-prod-datastore/630cdd4dcf100000e7007c6e;11.13 GiB;16287;716.50 KiB;7.52 KiB;0;0;2022/10/18 18:44;2022/10/18 18:44;630cdd4dcf100000e7007c6e;62d6bb73f41d000010007511;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.397936713;2.552218604;Vigiechiro - Point Fixe-621088
vigiechiro/vigiechiro-prod-datastore/630cdd4dcf100000e7007c6f;6.64 GiB;8433;825.65 KiB;5.74 KiB;0;0;2022/10/26 10:00;2022/10/26 10:14;630cdd4dcf100000e7007c6f;62d6bb72f41d00001000750f;Z2;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.424853075;2.545771238;Vigiechiro - Point Fixe-620981
vigiechiro/vigiechiro-prod-datastore/630cdd4ecf100000e7007c70;6.86 GiB;8718;824.65 KiB;14.60 KiB;0;0;2022/10/18 18:27;2022/10/18 18:27;630cdd4ecf100000e7007c70;62d6bb74f41d000010007512;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.395695221;2.466870356;Vigiechiro - Point Fixe-621085
vigiechiro/vigiechiro-prod-datastore/630cdd4ecf100000e7007c71;9.42 GiB;11353;869.85 KiB;20.48 KiB;0;0;2022/10/23 16:27;2022/10/23 16:44;630cdd4ecf100000e7007c71;62d6bb74f41d000010007513;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.369301009;2.431252887;Vigiechiro - Point Fixe-621181
vigiechiro/vigiechiro-prod-datastore/630cdd4fcf100000e7007c72;5.35 GiB;7459;752.10 KiB;10.03 KiB;0;0;2022/10/23 16:29;2022/10/23 16:38;630cdd4fcf100000e7007c72;62d6bb74f41d000010007514;Z1;62d6b49af41d0000100074f4;2021-07-19T10:00:00Z;SM4;SMM-U2;50.347349181;2.474459256;Vigiechiro - Point Fixe-621226
vigiechiro/vigiechiro-prod-datastore/630cdd4fcf100000e7007c73;16.94 GiB;19734;900.17 KiB;52.65 KiB;0;0;2022/10/18 18:53;2022/10/18 18:53;630cdd4fcf100000e7007c73;62d6bb74f41d000010007515;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.234882419;3.006843077;Vigiechiro - Point Fixe-621476
vigiechiro/vigiechiro-prod-datastore/630cdd4fcf100000e7007c74;15.14 GiB;16918;938.68 KiB;20.93 KiB;0;0;2022/10/26 10:26;2022/10/26 10:31;630cdd4fcf100000e7007c74;62d6bb74f41d000010007516;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.26103898;2.950901736;Vigiechiro - Point Fixe-621399
vigiechiro/vigiechiro-prod-datastore/630cdd50cf100000e7007c75;21.21 GiB;21544;1.01 MiB;72.28 KiB;0;0;2023/04/14 18:21;2022/10/18 19:00;630cdd50cf100000e7007c75;62d6bb74f41d000010007517;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.221289097;2.90223268;Vigiechiro - Point Fixe-621503
vigiechiro/vigiechiro-prod-datastore/630cdd50cf100000e7007c76;10.65 GiB;13964;799.54 KiB;13.72 KiB;0;0;2022/10/18 18:43;2022/10/18 18:43;630cdd50cf100000e7007c76;62d6bb74f41d000010007518;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.246801204;2.960376567;Vigiechiro - Point Fixe-621438
vigiechiro/vigiechiro-prod-datastore/630cdd50cf100000e7007c77;21.52 GiB;21939;1.00 MiB;62.68 KiB;0;0;2022/10/18 19:06;2022/10/18 23:26;630cdd50cf100000e7007c77;62d6bb74f41d000010007519;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.208631317;2.939346148;Vigiechiro - Point Fixe-621504
vigiechiro/vigiechiro-prod-datastore/630cdd51cf100000e7007c78;10.57 GiB;13224;838.38 KiB;27.91 KiB;0;0;2022/10/18 18:43;2022/10/18 18:43;630cdd51cf100000e7007c78;62d6bb74f41d00001000751a;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.227035753;2.944075841;Vigiechiro - Point Fixe-621474
vigiechiro/vigiechiro-prod-datastore/630cdd51cf100000e7007c79;15.43 GiB;19019;850.86 KiB;30.61 KiB;0;0;2022/10/18 18:55;2022/10/18 18:55;630cdd51cf100000e7007c79;62d6bb75f41d00001000751b;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.189913879;2.901994038;Vigiechiro - Point Fixe-621527
vigiechiro/vigiechiro-prod-datastore/630cdd52cf100000e7007c7a;8.51 GiB;9505;938.28 KiB;41.82 KiB;0;0;2022/10/18 18:39;2022/10/18 18:39;630cdd52cf100000e7007c7a;62d6bb75f41d00001000751c;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.203169691;2.994128818;Vigiechiro - Point Fixe-621530
vigiechiro/vigiechiro-prod-datastore/630cdd52cf100000e7007c7b;9.24 GiB;10917;887.21 KiB;11.93 KiB;0;0;2022/10/18 18:41;2022/10/18 18:41;630cdd52cf100000e7007c7b;62d6bb75f41d00001000751d;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.861367916;2.867944615;Vigiechiro - Point Fixe-801087
vigiechiro/vigiechiro-prod-datastore/630cdd52cf100000e7007c7c;22.07 GiB;27699;835.53 KiB;21.75 KiB;0;0;2022/10/18 19:20;2022/10/18 19:20;630cdd52cf100000e7007c7c;62d6bb75f41d00001000751e;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.866904012;2.800636021;Vigiechiro - Point Fixe-801036
vigiechiro/vigiechiro-prod-datastore/630cdd53cf100000e7007c7d;18.82 GiB;24348;810.72 KiB;19.11 KiB;0;0;2022/11/07 12:39;2022/11/07 12:39;630cdd53cf100000e7007c7d;62d6bb75f41d00001000751f;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.847340147;2.864625866;Vigiechiro - Point Fixe-801135
vigiechiro/vigiechiro-prod-datastore/630cdd53cf100000e7007c7e;23.96 GiB;27878;901.05 KiB;65.76 KiB;0;0;2022/10/18 19:27;2022/10/18 19:27;630cdd53cf100000e7007c7e;62d6bb75f41d000010007520;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.840902371;2.913167301;Vigiechiro - Point Fixe-801137
vigiechiro/vigiechiro-prod-datastore/630cdd54cf100000e7007c7f;5.03 GiB;6661;792.42 KiB;21.59 KiB;0;0;2022/10/18 18:41;2022/10/18 18:41;630cdd54cf100000e7007c7f;62d6bb75f41d000010007521;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.809382166;2.926826612;Vigiechiro - Point Fixe-801234
vigiechiro/vigiechiro-prod-datastore/630cdd54cf100000e7007c80;13.99 GiB;21263;689.89 KiB;9.28 KiB;0;0;2022/10/23 17:16;2022/10/23 17:24;630cdd54cf100000e7007c80;62d6bb75f41d000010007522;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.852145384;2.772639556;Vigiechiro - Point Fixe-801083
vigiechiro/vigiechiro-prod-datastore/630cdd55cf100000e7007c81;15.67 GiB;16194;1014.47 KiB;65.85 KiB;0;0;2022/10/22 02:46;2022/10/22 02:52;630cdd55cf100000e7007c81;62d6bb75f41d000010007523;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.83146164;2.80198261;Vigiechiro - Point Fixe-801133
vigiechiro/vigiechiro-prod-datastore/630cdd55cf100000e7007c82;24.27 GiB;26853;947.80 KiB;58.95 KiB;0;0;2022/10/23 17:31;2022/10/23 17:40;630cdd55cf100000e7007c82;62d6bb76f41d000010007524;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.827751668;2.849872279;Vigiechiro - Point Fixe-801183
vigiechiro/vigiechiro-prod-datastore/630cdd56cf100000e7007c83;9.46 GiB;11351;873.82 KiB;15.27 KiB;0;0;2022/10/18 18:52;2022/10/18 18:52;630cdd56cf100000e7007c83;62d6bb76f41d000010007525;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.691239964;3.896006115;Vigiechiro - Point Fixe-020756
vigiechiro/vigiechiro-prod-datastore/630cdd57cf100000e7007c84;3.87 GiB;4747;853.89 KiB;7.41 KiB;0;0;2022/10/18 18:44;2022/10/18 18:44;630cdd57cf100000e7007c84;62d6bb76f41d000010007526;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.669573646;3.900893931;Vigiechiro - Point Fixe-020793
vigiechiro/vigiechiro-prod-datastore/630cdd57cf100000e7007c85;9.13 GiB;10061;951.87 KiB;17.73 KiB;0;0;2022/10/18 18:55;2022/10/18 18:55;630cdd57cf100000e7007c85;62d6bb76f41d000010007527;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.68044617;3.83937923;Vigiechiro - Point Fixe-020754
vigiechiro/vigiechiro-prod-datastore/630cdd58cf100000e7007c86;1.72 GiB;2428;742.88 KiB;6.54 KiB;0;0;2022/10/18 18:43;2022/10/18 18:43;630cdd58cf100000e7007c86;62d6bb76f41d000010007528;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.718486112;3.881345718;Vigiechiro - Point Fixe-020677
vigiechiro/vigiechiro-prod-datastore/630cdd5acf100000e7007c88;14.71 GiB;15634;986.82 KiB;18.09 KiB;0;0;2022/10/23 17:07;2022/10/23 17:10;630cdd5acf100000e7007c88;62d6bb76f41d00001000752a;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.669692689;3.952517375;Vigiechiro - Point Fixe-020795
vigiechiro/vigiechiro-prod-datastore/630cdd5acf100000e7007c89;12.42 GiB;15019;866.79 KiB;18.92 KiB;0;0;2022/10/23 17:09;2022/10/23 17:14;630cdd5acf100000e7007c89;62d6bb76f41d00001000752b;Z1;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.701732208;3.971365131;Vigiechiro - Point Fixe-020719
vigiechiro/vigiechiro-prod-datastore/630cdd5acf100000e7007c8a;9.84 GiB;10882;948.31 KiB;48.30 KiB;0;0;2022/10/23 17:01;2022/10/23 17:14;630cdd5acf100000e7007c8a;62d6bb76f41d000010007527;Z2;62d6b49af41d0000100074f4;2021-07-07T10:00:00Z;SM4;SMM-U2;49.68044617;3.83937923;Vigiechiro - Point Fixe-020754
vigiechiro/vigiechiro-prod-datastore/630cdd5bcf100000e7007c8b;7.32 GiB;11123;690.44 KiB;8.29 KiB;0;0;2022/10/18 19:00;2022/10/18 19:00;630cdd5bcf100000e7007c8b;62d6bb77f41d00001000752c;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.344775987;2.317188941;Vigiechiro - Point Fixe-621221
vigiechiro/vigiechiro-prod-datastore/630cdd5bcf100000e7007c8c;8.61 GiB;9846;916.49 KiB;22.71 KiB;0;0;2022/10/23 17:05;2022/10/24 08:01;630cdd5bcf100000e7007c8c;62d6bb77f41d00001000752d;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.349080243;2.222650984;Vigiechiro - Point Fixe-621217
vigiechiro/vigiechiro-prod-datastore/630cdd5bcf100000e7007c8d;32.04 GiB;32085;1.02 MiB;73.42 KiB;0;0;2022/10/18 19:57;2022/10/18 19:57;630cdd5bcf100000e7007c8d;62d6bb77f41d00001000752e;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.351730652;2.255960592;Vigiechiro - Point Fixe-621219
vigiechiro/vigiechiro-prod-datastore/630cdd5ccf100000e7007c8e;10.49 GiB;12342;890.90 KiB;13.83 KiB;0;0;2022/10/22 02:52;2022/10/22 02:56;630cdd5ccf100000e7007c8e;62d6bb77f41d00001000752f;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.358232685;2.241843198;Vigiechiro - Point Fixe-621174
vigiechiro/vigiechiro-prod-datastore/630cdd5ccf100000e7007c8f;9.36 GiB;9804;1001.25 KiB;61.39 KiB;0;0;2022/10/23 17:17;2022/10/23 17:23;630cdd5ccf100000e7007c8f;62d6bb77f41d000010007530;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.36837763;2.263511454;Vigiechiro - Point Fixe-621175
vigiechiro/vigiechiro-prod-datastore/630cdd5dcf100000e7007c90;35.98 GiB;36280;1.02 MiB;29.56 KiB;0;0;2022/10/23 18:08;2022/10/23 18:23;630cdd5dcf100000e7007c90;62d6bb77f41d000010007531;Z1;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.346018702;2.295657417;Vigiechiro - Point Fixe-621220
