"Directory or file in ""/sps/mnhn""";Space used;# of files;Average file size;Median file size;# of directories;# of symlinks;Most recent file access time;Most recent file modification time;participation;site;point;user;date;enregistreur;micro;latitude;longitude;carre
vigiechiro/vigiechiro-prod-datastore/630cdd5dcf100000e7007c91;23.06 GiB;28488;848.66 KiB;36.17 KiB;0;0;2022/10/18 20:02;2022/10/18 20:02;630cdd5dcf100000e7007c91;62d6bb77f41d00001000752e;Z2;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.351730652;2.255960592;Vigiechiro - Point Fixe-621219
vigiechiro/vigiechiro-prod-datastore/630cdd5dcf100000e7007c92;5.19 GiB;7454;730.04 KiB;6.61 KiB;0;0;2022/10/23 17:19;2022/10/23 17:28;630cdd5dcf100000e7007c92;62d6bb77f41d000010007530;Z2;62d6b49af41d0000100074f4;2021-07-16T10:00:00Z;SM4;SMM-U2;50.36837763;2.263511454;Vigiechiro - Point Fixe-621175
vigiechiro/vigiechiro-prod-datastore/630cdd5ecf100000e7007c93;4.81 GiB;5813;867.77 KiB;12.02 KiB;0;0;2022/10/22 02:44;2022/10/22 02:50;630cdd5ecf100000e7007c93;62d6bb77f41d000010007532;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.926815826;3.577081448;Vigiechiro - Point Fixe-020212
vigiechiro/vigiechiro-prod-datastore/630cdd5ecf100000e7007c94;9.59 GiB;13623;737.86 KiB;10.14 KiB;0;0;2022/10/18 19:14;2022/10/18 19:14;630cdd5ecf100000e7007c94;62d6bb78f41d000010007533;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.918573819;3.649588139;Vigiechiro - Point Fixe-020215
vigiechiro/vigiechiro-prod-datastore/630cdd5ecf100000e7007c95;8.81 GiB;12781;723.17 KiB;4.84 KiB;0;0;2022/10/18 19:13;2022/10/18 19:13;630cdd5ecf100000e7007c95;62d6bb78f41d000010007534;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.936452971;3.686975014;Vigiechiro - Point Fixe-020176
vigiechiro/vigiechiro-prod-datastore/630cdd5fcf100000e7007c96;10.90 GiB;13023;877.76 KiB;23.10 KiB;0;0;2022/10/18 19:24;2022/10/18 19:24;630cdd5fcf100000e7007c96;62d6bb78f41d000010007535;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.948815987;3.642805994;Vigiechiro - Point Fixe-020174
vigiechiro/vigiechiro-prod-datastore/630cdd5fcf100000e7007c97;19.67 GiB;23819;865.89 KiB;18.90 KiB;0;0;2022/10/22 03:31;2022/10/22 03:41;630cdd5fcf100000e7007c97;62d6bb78f41d000010007536;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.922476743;3.686800082;Vigiechiro - Point Fixe-020216
vigiechiro/vigiechiro-prod-datastore/630cdd60cf100000e7007c98;15.19 GiB;18478;861.85 KiB;24.18 KiB;0;0;2022/10/18 19:38;2022/10/18 19:38;630cdd60cf100000e7007c98;62d6bb78f41d000010007537;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.943295746;3.706136611;Vigiechiro - Point Fixe-020177
vigiechiro/vigiechiro-prod-datastore/630cdd60cf100000e7007c99;13.31 GiB;14479;964.19 KiB;19.75 KiB;0;0;2022/10/23 17:43;2022/10/23 17:47;630cdd60cf100000e7007c99;62d6bb78f41d000010007538;Z1;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.959732968;3.663516957;Vigiechiro - Point Fixe-020136
vigiechiro/vigiechiro-prod-datastore/630cdd60cf100000e7007c9a;9.64 GiB;13915;726.69 KiB;6.60 KiB;0;0;2022/10/18 19:20;2022/10/18 19:20;630cdd60cf100000e7007c9a;62d6bb78f41d000010007535;Z2;62d6b49af41d0000100074f4;2021-07-09T10:00:00Z;SM4;SMM-U2;49.948815987;3.642805994;Vigiechiro - Point Fixe-020174
vigiechiro/vigiechiro-prod-datastore/630cdd61cf100000e7007c9b;17.21 GiB;18172;993.33 KiB;26.18 KiB;0;0;2022/10/23 18:18;2022/10/23 18:23;630cdd61cf100000e7007c9b;62d6bb78f41d000010007539;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.631709835;2.2363946;Vigiechiro - Point Fixe-600165
vigiechiro/vigiechiro-prod-datastore/630cdd61cf100000e7007c9c;31.07 GiB;34387;947.50 KiB;24.32 KiB;0;0;2022/10/18 20:02;2022/10/19 00:29;630cdd61cf100000e7007c9c;5f4bdcd86e7e850011471f8f;Z2;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.624440951948;2.164481997031;Vigiechiro - Point Fixe-600162
vigiechiro/vigiechiro-prod-datastore/630cdd62cf100000e7007c9d;23.15 GiB;25726;943.45 KiB;29.58 KiB;0;0;2022/10/18 20:02;2022/10/18 23:55;630cdd62cf100000e7007c9d;62d6bb79f41d00001000753a;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.607450081;2.216201746;Vigiechiro - Point Fixe-600206
vigiechiro/vigiechiro-prod-datastore/630cdd62cf100000e7007c9e;21.17 GiB;22725;976.73 KiB;35.10 KiB;0;0;2022/10/18 19:58;2022/10/18 19:58;630cdd62cf100000e7007c9e;62d6bb79f41d00001000753b;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.597068902;2.200052793;Vigiechiro - Point Fixe-600254
vigiechiro/vigiechiro-prod-datastore/630cdd62cf100000e7007c9f;21.18 GiB;23397;949.00 KiB;19.88 KiB;0;0;2022/10/26 10:43;2022/10/26 11:46;630cdd62cf100000e7007c9f;5f4bdbf56e7e850010c62eef;Z5;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.6122334092175;2.16341091074817;Vigiechiro - Point Fixe-600204
vigiechiro/vigiechiro-prod-datastore/630cdd63cf100000e7007ca0;23.48 GiB;24579;1001.59 KiB;57.94 KiB;0;0;2022/10/26 11:08;2022/10/26 11:20;630cdd63cf100000e7007ca0;62d6bb79f41d00001000753c;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.653173362;2.29391347;Vigiechiro - Point Fixe-600092
vigiechiro/vigiechiro-prod-datastore/630cdd63cf100000e7007ca1;26.74 GiB;30959;905.59 KiB;26.64 KiB;0;0;2022/10/18 20:17;2022/10/18 20:17;630cdd63cf100000e7007ca1;62d6bb79f41d00001000753d;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.666487998;2.235975392;Vigiechiro - Point Fixe-600090
vigiechiro/vigiechiro-prod-datastore/630cdd63cf100000e7007ca2;24.01 GiB;24617;1022.58 KiB;52.34 KiB;0;0;2022/10/18 19:56;2022/10/18 19:56;630cdd63cf100000e7007ca2;62d6bb79f41d00001000753e;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.638313077;2.129271165;Vigiechiro - Point Fixe-600121
vigiechiro/vigiechiro-prod-datastore/630cdd64cf100000e7007ca3;14.90 GiB;19008;822.07 KiB;30.47 KiB;0;0;2022/10/18 19:54;2022/10/18 19:54;630cdd64cf100000e7007ca3;62d6bb79f41d00001000753f;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.151722126;2.116297849;Vigiechiro - Point Fixe-800257
vigiechiro/vigiechiro-prod-datastore/630cdd64cf100000e7007ca4;10.36 GiB;12536;866.69 KiB;25.27 KiB;0;0;2022/10/23 17:48;2022/10/23 17:51;630cdd64cf100000e7007ca4;62d6bb79f41d000010007540;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.136033885;2.266198433;Vigiechiro - Point Fixe-800295
vigiechiro/vigiechiro-prod-datastore/630cdd65cf100000e7007ca5;10.49 GiB;13093;840.29 KiB;35.84 KiB;0;0;2022/10/18 19:38;2022/10/18 19:38;630cdd65cf100000e7007ca5;62d6bb7af41d000010007541;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.177811078;2.158756608;Vigiechiro - Point Fixe-800190
vigiechiro/vigiechiro-prod-datastore/630cdd65cf100000e7007ca6;10.56 GiB;14560;760.34 KiB;24.31 KiB;0;0;2022/10/18 19:39;2022/10/18 19:39;630cdd65cf100000e7007ca6;62d6bb7af41d000010007542;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.13736786;2.175744556;Vigiechiro - Point Fixe-800259
vigiechiro/vigiechiro-prod-datastore/630cdd65cf100000e7007ca7;36.03 GiB;34841;1.06 MiB;83.30 KiB;0;0;2022/10/18 20:39;2022/10/18 20:39;630cdd65cf100000e7007ca7;62d6bb7af41d000010007543;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.159648197;2.105472544;Vigiechiro - Point Fixe-800223
vigiechiro/vigiechiro-prod-datastore/630cdd66cf100000e7007ca8;10.97 GiB;14685;783.17 KiB;14.66 KiB;0;0;2022/10/23 17:52;2022/10/23 17:59;630cdd66cf100000e7007ca8;62d6bb7af41d000010007544;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.177906816;2.135821117;Vigiechiro - Point Fixe-800189
vigiechiro/vigiechiro-prod-datastore/630cdd66cf100000e7007ca9;11.56 GiB;16166;749.80 KiB;29.68 KiB;0;0;2022/10/26 10:27;2022/10/26 10:58;630cdd66cf100000e7007ca9;62d6bb7af41d000010007545;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.154962963;2.150776807;Vigiechiro - Point Fixe-800225
vigiechiro/vigiechiro-prod-datastore/630cdd67cf100000e7007caa;6.17 GiB;8037;804.88 KiB;15.67 KiB;0;0;2022/10/18 19:30;2022/10/18 19:30;630cdd67cf100000e7007caa;62d6bb7af41d000010007546;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.150196741;2.255520476;Vigiechiro - Point Fixe-800262
vigiechiro/vigiechiro-prod-datastore/630cdd67cf100000e7007cab;8.49 GiB;11243;791.50 KiB;10.79 KiB;0;0;2022/10/22 02:59;2022/10/22 03:11;630cdd67cf100000e7007cab;62d6bb7af41d000010007547;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.928635006;3.250738282;Vigiechiro - Point Fixe-020200
vigiechiro/vigiechiro-prod-datastore/630cdd67cf100000e7007cac;8.29 GiB;10062;863.91 KiB;6.54 KiB;0;0;2022/10/22 08:49;2022/10/22 08:52;630cdd67cf100000e7007cac;62d6bb7af41d000010007548;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.920869295;3.195137501;Vigiechiro - Point Fixe-020198
vigiechiro/vigiechiro-prod-datastore/630cdd68cf100000e7007cad;16.37 GiB;19191;894.27 KiB;43.01 KiB;0;0;2022/10/18 19:57;2022/10/18 19:57;630cdd68cf100000e7007cad;5f4365f4a43b190011fa0699;Z2;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.8891444385202;3.27360499186319;Vigiechiro - Point Fixe-020282
vigiechiro/vigiechiro-prod-datastore/630cdd68cf100000e7007cae;9.94 GiB;12414;839.89 KiB;28.52 KiB;0;0;2022/10/23 17:47;2022/10/23 18:09;630cdd68cf100000e7007cae;5f436823ce47730010aff51f;Z6;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.8941147623159;3.28674141675046;Vigiechiro - Point Fixe-020283
vigiechiro/vigiechiro-prod-datastore/630cdd69cf100000e7007caf;21.30 GiB;22799;979.44 KiB;58.36 KiB;0;0;2022/10/18 20:19;2022/10/18 20:19;630cdd69cf100000e7007caf;62d6bb7bf41d000010007549;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.89097913;3.223500863;Vigiechiro - Point Fixe-020280
vigiechiro/vigiechiro-prod-datastore/630cdd69cf100000e7007cb0;22.71 GiB;22648;1.03 MiB;47.14 KiB;0;0;2022/10/23 18:24;2022/10/23 18:31;630cdd69cf100000e7007cb0;62d6bb7bf41d00001000754a;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.950383484;3.230990539;Vigiechiro - Point Fixe-020160
vigiechiro/vigiechiro-prod-datastore/630cdd69cf100000e7007cb1;9.00 GiB;11153;845.75 KiB;12.00 KiB;0;0;2022/10/26 10:30;2022/10/26 10:44;630cdd69cf100000e7007cb1;62d6bb7bf41d00001000754b;Z1;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.914464061;3.270286623;Vigiechiro - Point Fixe-020241
vigiechiro/vigiechiro-prod-datastore/630cdd6acf100000e7007cb2;15.80 GiB;18555;892.66 KiB;33.29 KiB;0;0;2022/10/26 11:10;2022/10/26 11:18;630cdd6acf100000e7007cb2;5f33a1a24199bb0011047d98;H2;62d6b49af41d0000100074f4;2021-07-05T10:00:00Z;SM4;SMM-U2;49.9195570761851;3.21834923655749;Vigiechiro - Point Fixe-020199
vigiechiro/vigiechiro-prod-datastore/630cdd6acf100000e7007cb3;11.46 GiB;12796;938.91 KiB;29.68 KiB;0;0;2022/10/18 19:47;2022/10/18 19:47;630cdd6acf100000e7007cb3;5f4658e42ec878000f5aab4a;Z2;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.6635458253965;2.77102182088946;Vigiechiro - Point Fixe-801531
vigiechiro/vigiechiro-prod-datastore/630cdd6acf100000e7007cb4;18.24 GiB;23808;803.40 KiB;19.92 KiB;0;0;2022/10/23 18:23;2022/10/23 18:30;630cdd6acf100000e7007cb4;62d6bb7bf41d00001000754c;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.648944573;2.873664508;Vigiechiro - Point Fixe-600137
vigiechiro/vigiechiro-prod-datastore/630cdd6bcf100000e7007cb5;22.17 GiB;27630;841.22 KiB;18.05 KiB;0;0;2022/10/18 20:16;2022/10/18 20:16;630cdd6bcf100000e7007cb5;62d6bb7bf41d00001000754d;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.636849398;2.823245139;Vigiechiro - Point Fixe-600135
vigiechiro/vigiechiro-prod-datastore/630cdd6bcf100000e7007cb6;17.64 GiB;19419;952.66 KiB;27.70 KiB;0;0;2022/11/07 12:59;2022/11/07 12:59;630cdd6bcf100000e7007cb6;59db49ca408d30000d4933e4;Z3;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.6046751896653;2.82093286514282;Vigiechiro - Point Fixe-600225
vigiechiro/vigiechiro-prod-datastore/630cdd6ccf100000e7007cb7;25.29 GiB;27815;953.37 KiB;19.08 KiB;0;0;2022/10/18 20:20;2022/10/18 20:20;630cdd6ccf100000e7007cb7;62d6bb7cf41d00001000754e;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.609266397;2.767927728;Vigiechiro - Point Fixe-600223
vigiechiro/vigiechiro-prod-datastore/630cdd6ccf100000e7007cb8;11.45 GiB;12991;924.22 KiB;41.08 KiB;0;0;2022/10/23 18:19;2022/10/23 18:23;630cdd6ccf100000e7007cb8;62d6bb7cf41d00001000754f;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.688207656;2.819174437;Vigiechiro - Point Fixe-801493
vigiechiro/vigiechiro-prod-datastore/630cdd6ccf100000e7007cb9;18.55 GiB;21070;923.40 KiB;16.38 KiB;0;0;2022/10/18 20:15;2022/10/18 20:15;630cdd6ccf100000e7007cb9;62d6bb7cf41d000010007550;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.627265121;2.88051165;Vigiechiro - Point Fixe-600180
vigiechiro/vigiechiro-prod-datastore/630cdd6dcf100000e7007cba;20.14 GiB;26361;800.95 KiB;9.24 KiB;0;0;2022/10/23 18:44;2022/10/23 18:52;630cdd6dcf100000e7007cba;62d6bb7cf41d000010007551;Z1;62d6b49af41d0000100074f4;2021-07-02T10:00:00Z;SM4;SMM-U2;49.680437765;2.759307499;Vigiechiro - Point Fixe-801513
vigiechiro/vigiechiro-prod-datastore/630cdd6dcf100000e7007cbb;35.11 GiB;35978;1023.17 KiB;52.72 KiB;0;0;2022/10/18 21:16;2022/10/18 21:16;630cdd6dcf100000e7007cbb;62d6bb7cf41d000010007552;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.814448124;1.838383581;Vigiechiro - Point Fixe-801147
vigiechiro/vigiechiro-prod-datastore/630cdd6dcf100000e7007cbc;16.34 GiB;17622;972.10 KiB;27.10 KiB;0;0;2022/10/26 11:22;2022/10/26 11:29;630cdd6dcf100000e7007cbc;62d6bb7cf41d000010007553;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.822646035;1.97198452;Vigiechiro - Point Fixe-801151
vigiechiro/vigiechiro-prod-datastore/630cdd6ecf100000e7007cbd;35.18 GiB;33501;1.08 MiB;61.52 KiB;0;0;2022/10/18 20:52;2022/10/18 20:52;630cdd6ecf100000e7007cbd;62d6bb7cf41d000010007554;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.753642353;1.827461108;Vigiechiro - Point Fixe-801334
vigiechiro/vigiechiro-prod-datastore/630cdd6ecf100000e7007cbe;19.41 GiB;26062;780.83 KiB;11.91 KiB;0;0;2022/10/23 18:46;2022/10/23 18:55;630cdd6ecf100000e7007cbe;62d6bb7cf41d000010007555;Z1;62d6b49af41d0000100074f4;2021-06-28T10:00:00Z;SM4;SMM-U2;49.794479167;1.965052345;Vigiechiro - Point Fixe-801247
vigiechiro/vigiechiro-prod-datastore/630cdd6fcf100000e7007cbf;9.25 GiB;11431;848.33 KiB;10.11 KiB;0;0;2022/10/18 20:00;2022/10/18 20:00;630cdd6fcf100000e7007cbf;62d6bb7df41d000010007556;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.789427596;1.928139592;Vigiechiro - Point Fixe-801246
vigiechiro/vigiechiro-prod-datastore/630cdd6fcf100000e7007cc0;9.25 GiB;11448;846.90 KiB;18.86 KiB;0;0;2022/10/23 18:21;2022/10/23 18:34;630cdd6fcf100000e7007cc0;62d6bb7df41d000010007557;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.775101865;1.828735058;Vigiechiro - Point Fixe-801288
vigiechiro/vigiechiro-prod-datastore/630cdd6fcf100000e7007cc1;12.17 GiB;13484;946.59 KiB;17.04 KiB;0;0;2022/10/22 09:20;2022/10/22 09:27;630cdd6fcf100000e7007cc1;62d6bb7df41d000010007558;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.819136261;1.887848382;Vigiechiro - Point Fixe-801148
vigiechiro/vigiechiro-prod-datastore/630cdd70cf100000e7007cc2;7.71 GiB;9239;874.77 KiB;23.32 KiB;0;0;2022/10/27 12:36;2022/10/27 12:39;630cdd70cf100000e7007cc2;62d6bb7df41d000010007559;Z1;62d6b49af41d0000100074f4;2021-06-30T10:00:00Z;SM4;SMM-U2;49.753138412;1.940530825;Vigiechiro - Point Fixe-801338
vigiechiro/vigiechiro-prod-datastore/630cdd70cf100000e7007cc3;9.42 GiB;12770;773.88 KiB;16.44 KiB;0;0;2022/10/18 20:19;2022/10/18 20:19;630cdd70cf100000e7007cc3;62d6bb7df41d00001000755a;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.089084962;2.557120711;Vigiechiro - Point Fixe-800387
vigiechiro/vigiechiro-prod-datastore/630cdd70cf100000e7007cc4;22.71 GiB;27277;873.10 KiB;24.31 KiB;0;0;2022/10/18 20:41;2022/10/18 20:41;630cdd70cf100000e7007cc4;62d6bb7df41d00001000755b;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.121568578;2.63328833;Vigiechiro - Point Fixe-621611
vigiechiro/vigiechiro-prod-datastore/630cdd71cf100000e7007cc5;25.69 GiB;25251;1.04 MiB;67.12 KiB;0;0;2022/10/18 20:41;2022/10/18 20:41;630cdd71cf100000e7007cc5;62d6bb7df41d00001000755c;Z1;62d6b49af41d0000100074f4;2021-07-12T10:00:00Z;SM4;SMM-U2;50.097939652;2.688374048;Vigiechiro - Point Fixe-800392
vigiechiro/vigiechiro-prod-datastore/630cdd71cf100000e7007cc6;6.32 GiB;8712;760.78 KiB;15.17 KiB;0;0;2022/10/22 03:14;2022/10/22 09:08;630cdd71cf100000e7007cc6;62d6bb7ef41d00001000755d;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.145539934;2.701938722;Vigiechiro - Point Fixe-621594
vigiechiro/vigiechiro-prod-datastore/630cdd72cf100000e7007cc7;16.50 GiB;23289;742.85 KiB;48.29 KiB;0;0;2022/10/18 20:38;2022/10/18 20:38;630cdd72cf100000e7007cc7;62d6bb7ef41d00001000755e;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.114676;2.737541579;Vigiechiro - Point Fixe-800345
vigiechiro/vigiechiro-prod-datastore/630cdd72cf100000e7007cc8;21.25 GiB;26125;853.08 KiB;33.99 KiB;0;0;2022/10/18 20:43;2022/10/18 20:43;630cdd72cf100000e7007cc8;62d6bb7ef41d00001000755f;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.112980263;2.508412042;Vigiechiro - Point Fixe-800340
vigiechiro/vigiechiro-prod-datastore/630cdd72cf100000e7007cc9;14.55 GiB;20591;740.85 KiB;20.01 KiB;0;0;2022/10/23 18:49;2022/10/23 18:55;630cdd72cf100000e7007cc9;62d6bb7ef41d000010007560;Z1;62d6b49af41d0000100074f4;2021-07-14T10:00:00Z;SM4;SMM-U2;50.133853947;2.747795819;Vigiechiro - Point Fixe-621615
vigiechiro/vigiechiro-prod-datastore/630cdd73cf100000e7007ccb;55.43 GiB;54515;1.04 MiB;30.33 KiB;0;0;2022/10/22 05:32;2022/10/22 06:16;630cdd73cf100000e7007ccb;62d6bb6df41d0000100074f6;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.702822678;2.165237375;Vigiechiro - Point Fixe-620341
vigiechiro/vigiechiro-prod-datastore/630cdd74cf100000e7007ccd;44.21 GiB;57655;804.03 KiB;63.57 KiB;0;0;2022/10/18 22:39;2022/10/18 22:39;630cdd74cf100000e7007ccd;62d6bb6df41d0000100074f8;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.684622526;2.164051937;Vigiechiro - Point Fixe-620369
vigiechiro/vigiechiro-prod-datastore/630cdd74cf100000e7007cce;10.42 GiB;13942;783.83 KiB;10.95 KiB;0;0;2022/10/18 20:22;2022/10/18 20:22;630cdd74cf100000e7007cce;62d6bb6df41d0000100074f9;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.616207591;2.167568102;Vigiechiro - Point Fixe-620503
vigiechiro/vigiechiro-prod-datastore/630cdd75cf100000e7007ccf;82.36 GiB;74063;1.14 MiB;50.72 KiB;0;0;2022/12/20 21:58;2022/12/20 21:58;630cdd75cf100000e7007ccf;62d6bb6df41d0000100074fa;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.671838972;2.171631853;Vigiechiro - Point Fixe-620398
vigiechiro/vigiechiro-prod-datastore/630cdd75cf100000e7007cd0;28.10 GiB;31272;942.37 KiB;26.01 KiB;0;0;2022/10/23 19:22;2022/10/23 19:33;630cdd75cf100000e7007cd0;62d6bb6df41d0000100074fb;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.597761378;2.156242972;Vigiechiro - Point Fixe-620546
vigiechiro/vigiechiro-prod-datastore/630cdd75cf100000e7007cd1;55.60 GiB;60995;955.88 KiB;15.42 KiB;0;0;2022/10/23 20:34;2022/10/23 23:38;630cdd75cf100000e7007cd1;62d6bb6df41d0000100074fc;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.606178674;2.222904152;Vigiechiro - Point Fixe-620505
vigiechiro/vigiechiro-prod-datastore/630cdd76cf100000e7007cd2;80.50 GiB;74693;1.10 MiB;28.67 KiB;0;0;2022/12/20 22:01;2022/12/20 22:01;630cdd76cf100000e7007cd2;62d6bb6df41d0000100074fd;Z1;62d6b49af41d0000100074f4;2021-09-17T10:00:00Z;SM4;SMM-U2;50.587519866;2.208089213;Vigiechiro - Point Fixe-620548
vigiechiro/vigiechiro-prod-datastore/630cdd76cf100000e7007cd3;21.30 GiB;37753;591.66 KiB;4.81 KiB;0;0;2022/10/18 21:23;2022/10/18 21:23;630cdd76cf100000e7007cd3;62d6bb6ef41d0000100074fe;Z1;62d6b49af41d0000100074f4;2021-09-10T10:00:00Z;SM4;SMM-U2;50.21752485;3.397853909;Vigiechiro - Point Fixe-591056
vigiechiro/vigiechiro-prod-datastore/630cdd76cf100000e7007cd4;59.49 GiB;50846;1.20 MiB;77.16 KiB;0;0;2022/10/18 22:33;2022/10/19 03:20;630cdd76cf100000e7007cd4;62d6bb6ef41d0000100074ff;Z1;62d6b49af41d0000100074f4;2021-09-08T10:00:00Z;SM4;SMM-U2;50.162794252;3.497946534;Vigiechiro - Point Fixe-591173
vigiechiro/vigiechiro-prod-datastore/630cdd77cf100000e7007cd5;63.15 GiB;51570;1.25 MiB;102.16 KiB;0;0;2022/10/23 21:02;2022/10/23 21:31;630cdd77cf100000e7007cd5;62d6bb6ef41d000010007500;Z1;62d6b49af41d0000100074f4;2021-09-08T10:00:00Z;SM4;SMM-U2;50.175594908;3.531268834;Vigiechiro - Point Fixe-591134
vigiechiro/vigiechiro-prod-datastore/630cdd77cf100000e7007cd6;53.95 GiB;48610;1.14 MiB;75.42 KiB;0;0;2022/11/07 15:12;2022/11/07 15:12;630cdd77cf100000e7007cd6;62d6bb6ef41d000010007501;Z1;62d6b49af41d0000100074f4;2021-09-08T10:00:00Z;SM4;SMM-U2;50.146888852;3.372747418;Vigiechiro - Point Fixe-591207
vigiechiro/vigiechiro-prod-datastore/630cdd78cf100000e7007cd7;54.44 GiB;47131;1.18 MiB;194.66 KiB;0;0;2022/10/18 22:31;2022/10/19 02:27;630cdd78cf100000e7007cd7;62d6bb6ef41d000010007502;Z1;62d6b49af41d0000100074f4;2021-09-10T10:00:00Z;SM4;SMM-U2;50.195643539;3.47337694;Vigiechiro - Point Fixe-591096
vigiechiro/vigiechiro-prod-datastore/630cdd78cf100000e7007cd8;59.50 GiB;50846;1.20 MiB;77.16 KiB;0;0;2022/11/07 16:47;2022/11/07 16:47;630cdd78cf100000e7007cd8;62d6bb6ef41d000010007503;Z1;62d6b49af41d0000100074f4;2021-09-08T10:00:00Z;SM4;SMM-U2;50.168686552;3.467939859;Vigiechiro - Point Fixe-591132
