Group.1;Group.2;Group.3;Group.4;x
Vigie-chiro - Routier-152;01/07/2009 00:39;expansion; 2;1
Vigiechiro - Pédestre-581070;01/07/2009 01:59;expansion; 2;1
Vigiechiro - Pédestre-590530;01/07/2009 22:35;expansion; 2;1
Vigiechiro - Pédestre-750025;01/07/2010 00:06;expansion; 2;1
Vigie-chiro - Routier-10;01/07/2010 00:16;expansion; 2;1
Vigie-chiro - Routier-19;01/07/2010 00:30;expansion; 2;1
Vigiechiro - Pédestre-770486;01/07/2010 00:35;expansion; 2;1
Vigie-chiro - Routier-62;01/07/2010 00:45;expansion; 2;1
Vigie-chiro - Routier-153;01/07/2011 00:35;expansion; 2;1
Vigie-chiro - Routier-57;01/07/2011 00:47;expansion; 2;1
Vigie-chiro - Routier-80;01/07/2011 22:23;expansion; 2;1
Vigie-chiro - Routier-380;01/07/2013 01:00;expansion; 2;1
Vigie-chiro - Routier-176;01/07/2013 22:34;expansion; 2;1
Vigie-chiro - Routier-177;01/07/2013 23:15;expansion; 2;1
Vigie-chiro - Routier-153;01/07/2014 00:40;expansion; 2;1
Vigie-chiro - Routier-380;01/07/2014 00:57;expansion; 2;1
Vigie-chiro - Routier-125;01/07/2014 22:35;expansion; 2;1
Vigie-chiro - Routier-168;01/07/2015 00:25;expansion; 2;1
Vigiechiro - Pédestre-590530;01/07/2015 01:34;expansion; 2;1
Vigie-chiro - Routier-289;01/07/2015 22:40;expansion; 2;1
Vigiechiro - Pédestre-441278;01/07/2015 22:43;expansion; 2;1
Vigie-chiro - Routier-65;01/07/2016 00:45;expansion; 2;1
Vigiechiro - Pédestre-750016;01/07/2017 22:30;expansion; 2;1
Vigiechiro - Pédestre-220061;01/07/2019 22:30;expansion; 2;1
Vigie-chiro - Routier-57;01/07/2019 22:45;expansion; 2;1
Vigiechiro - Pédestre-290575;01/07/2019 23:00;expansion; 2;1
Vigie-chiro - Routier-438;01/07/2020 22:37;expansion; 2;2
Vigie-chiro - Routier-176;01/07/2020 22:45;expansion; 2;2
Vigie-chiro - Routier-416;01/07/2020 22:45;expansion; 2;1
Vigie-chiro - Routier-605;01/07/2021 22:00;expansion; 2;1
Vigie-chiro - Routier-624;01/07/2021 22:00;expansion; 2;1
Vigie-chiro - Routier-177;01/07/2021 22:50;expansion; 2;1
Vigie-chiro - Routier-8;01/08/2007 00:00;expansion; 2;1
Vigie-chiro - Routier-108;01/08/2009 00:42;expansion; 2;1
Vigiechiro - Pédestre-750019;01/08/2012 00:15;expansion; 2;1
Vigiechiro - Pédestre-940009;01/08/2012 22:07;expansion; 2;1
Vigiechiro - Pédestre-220943;01/08/2013 01:07;expansion; 2;1
Vigie-chiro - Routier-84;01/08/2017 22:57;expansion; 2;1
Vigie-chiro - Routier-8;01/09/2007 00:00;expansion; 2;1
Vigie-chiro - Routier-157;01/09/2008 23:12;expansion; 2;1
Vigiechiro - Pédestre-940008;01/09/2010 21:05;expansion; 2;1
Vigiechiro - Pédestre-800194;01/09/2010 21:15;expansion; 2;1
Vigie-chiro - Routier-85;01/09/2010 21:56;expansion; 2;1
Vigiechiro - Pédestre-620291;01/09/2010 23:01;expansion; 2;1
Vigie-chiro - Routier-58;01/09/2011 23:25;expansion; 2;1
Vigie-chiro - Routier-263;01/09/2014 20:45;expansion; 2;1
Vigie-chiro - Routier-439;01/09/2014 23:09;expansion; 2;1
Vigie-chiro - Routier-19;01/09/2014 23:10;expansion; 2;1
Vigie-chiro - Routier-380;01/09/2014 23:25;expansion; 2;1
Vigie-chiro - Routier-123;01/09/2015 21:15;expansion; 2;1
Vigie-chiro - Routier-289;01/09/2015 21:17;expansion; 2;1
Vigiechiro - Pédestre-220943;01/09/2015 22:00;expansion; 2;1
Vigie-chiro - Routier-62;01/09/2015 23:23;expansion; 2;1
Vigiechiro - Pédestre-590530;01/09/2016 19:00;expansion; 2;1
Vigiechiro - Pédestre-621070;01/09/2016 21:05;expansion; 2;1
Vigiechiro - Pédestre-220885;01/09/2016 21:37;expansion; 2;1
Vigie-chiro - Routier-398;01/09/2016 23:22;expansion; 2;1
Vigie-chiro - Routier-625;01/09/2020 21:10;expansion; 2;1
Vigie-chiro - Routier-85;01/09/2020 21:17;expansion; 2;1
Vigie-chiro - Routier-62;01/09/2020 21:20;expansion; 2;1
Vigie-chiro - Routier-622;01/09/2021 20:55;expansion; 2;1
Vigie-chiro - Routier-90;01/10/2007 21:30;expansion; 2;1
Vigie-chiro - Routier-254;01/10/2010 01:22;expansion; 2;1
Vigiechiro - Pédestre-340992;01/10/2013 20:00;expansion; 2;1
Vigiechiro - Pédestre-831049;02/06/2009 22:20;expansion; 2;1
Vigiechiro - Pédestre-581117;02/07/2007 00:15;expansion; 2;1
Vigie-chiro - Routier-188;02/07/2008 00:15;expansion; 2;1
Vigie-chiro - Routier-119;02/07/2008 00:30;expansion; 2;1
Vigie-chiro - Routier-53;02/07/2008 01:03;expansion; 2;1
Vigie-chiro - Routier-56;02/07/2008 02:45;expansion; 2;1
Vigie-chiro - Routier-33;02/07/2009 00:15;expansion; 2;1
Vigie-chiro - Routier-190;02/07/2009 00:20;expansion; 2;1
Vigie-chiro - Routier-154;02/07/2009 00:24;expansion; 2;1
Vigie-chiro - Routier-4;02/07/2009 00:25;expansion; 2;1
Vigie-chiro - Routier-43;02/07/2009 00:30;expansion; 2;1
Vigie-chiro - Routier-65;02/07/2009 01:05;expansion; 2;1
Vigiechiro - Pédestre-750007;02/07/2009 01:05;expansion; 2;1
Vigie-chiro - Routier-127;02/07/2009 22:30;expansion; 2;1
Vigie-chiro - Routier-65;02/07/2010 00:45;expansion; 2;1
Vigie-chiro - Routier-289;02/07/2010 01:05;expansion; 2;1
Vigiechiro - Pédestre-851040;02/07/2011 00:49;expansion; 2;1
Vigie-chiro - Routier-87;02/07/2012 22:40;expansion; 2;1
Vigie-chiro - Routier-123;02/07/2013 00:25;expansion; 2;1
Vigiechiro - Pédestre-861550;02/07/2013 00:28;expansion; 2;1
Vigie-chiro - Routier-151;02/07/2013 00:30;expansion; 2;1
Vigie-chiro - Routier-159;02/07/2014 00:30;expansion; 2;1
Vigie-chiro - Routier-85;02/07/2014 01:22;expansion; 2;1
Vigiechiro - Pédestre-590530;02/07/2014 22:30;expansion; 2;1
Vigiechiro - Pédestre-590514;02/07/2015 01:57;expansion; 2;1
Vigiechiro - Pédestre-290575;02/07/2015 23:15;expansion; 2;1
Vigiechiro - Pédestre-590514;02/07/2016 22:30;expansion; 2;1
Vigie-chiro - Routier-380;02/07/2017 23:05;expansion; 2;1
Vigie-chiro - Routier-438;02/07/2018 22:31;expansion; 2;1
Vigie-chiro - Routier-382;02/07/2018 22:50;expansion; 2;1
Vigie-chiro - Routier-624;02/07/2019 22:00;expansion; 2;1
Vigiechiro - Pédestre-771118;02/07/2019 22:20;expansion; 2;1
Vigiechiro - Pédestre-771120;02/07/2019 22:20;expansion; 2;1
Vigie-chiro - Routier-439;02/07/2019 22:31;expansion; 2;1
Vigie-chiro - Routier-65;02/07/2020 22:45;expansion; 2;1
Vigie-chiro - Routier-123;02/07/2021 22:30;expansion; 2;1
Vigie-chiro - Routier-81;02/07/2021 22:41;expansion; 2;1
Vigie-chiro - Routier-439;02/07/2021 22:52;expansion; 2;1
Vigie-chiro - Routier-436;02/08/2009 00:15;expansion; 2;1
Vigie-chiro - Routier-116;02/08/2009 23:45;expansion; 2;1
Vigie-chiro - Routier-63;02/09/2008 01:15;expansion; 2;1
Vigie-chiro - Routier-5;02/09/2008 22:45;expansion; 2;1
Vigie-chiro - Routier-105;02/09/2008 23:30;expansion; 2;1
Vigie-chiro - Routier-193;02/09/2009 23:15;expansion; 2;1
Vigie-chiro - Routier-80;02/09/2010 20:55;expansion; 2;1
Vigie-chiro - Routier-286;02/09/2010 21:30;expansion; 2;1
Vigiechiro - Pédestre-770209;02/09/2010 22:41;expansion; 2;1
Vigie-chiro - Routier-266;02/09/2010 23:18;expansion; 2;1
Vigie-chiro - Routier-263;02/09/2011 20:40;expansion; 2;1
Vigiechiro - Pédestre-861550;02/09/2013 23:00;expansion; 2;1
Vigie-chiro - Routier-127;02/09/2014 21:32;expansion; 2;1
Vigie-chiro - Routier-262;02/09/2014 22:50;expansion; 2;1
Vigie-chiro - Routier-414;02/09/2014 23:10;expansion; 2;1
Vigie-chiro - Routier-126;02/09/2015 21:15;expansion; 2;1
Vigiechiro - Pédestre-621131;02/09/2015 21:36;expansion; 2;1
Vigie-chiro - Routier-65;02/09/2015 23:20;expansion; 2;1
Vigie-chiro - Routier-65;02/09/2016 11:15;expansion; 2;1
Vigiechiro - Pédestre-590537;02/09/2018 21:20;expansion; 2;1
Vigie-chiro - Routier-288;02/09/2019 21:15;expansion; 2;1
Vigiechiro - Pédestre-621131;02/09/2020 21:15;expansion; 2;1
Vigie-chiro - Routier-58;02/09/2020 21:20;expansion; 2;1
Vigie-chiro - Routier-436;02/10/2009 22:27;expansion; 2;1
Vigiechiro - Pédestre-750016;02/10/2014 22:51;expansion; 2;1
Vigie-chiro - Routier-51;03/07/2007 00:15;expansion; 2;1
Vigie-chiro - Routier-53;03/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-82;03/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-121;03/07/2008 00:30;expansion; 2;1
Vigiechiro - Pédestre-750025;03/07/2009 00:40;expansion; 2;1
Vigie-chiro - Routier-113;03/07/2009 00:49;expansion; 2;1
Vigiechiro - Pédestre-750008;03/07/2009 01:05;expansion; 2;1
Vigie-chiro - Routier-267;03/07/2009 01:08;expansion; 2;1
Vigie-chiro - Routier-71;03/07/2009 01:55;expansion; 2;1
Vigie-chiro - Routier-262;03/07/2011 22:02;expansion; 2;1
Vigie-chiro - Routier-83;03/07/2011 22:20;expansion; 2;1
Vigiechiro - Pédestre-910186;03/07/2012 00:39;expansion; 2;1
Vigie-chiro - Routier-266;03/07/2012 00:45;expansion; 2;1
Vigiechiro - Pédestre-590530;03/07/2012 22:30;expansion; 2;1
Vigie-chiro - Routier-83;03/07/2012 22:40;expansion; 2;1
Vigie-chiro - Routier-155;03/07/2013 00:30;expansion; 2;1
Vigie-chiro - Routier-127;03/07/2013 00:31;expansion; 2;1
Vigie-chiro - Routier-48;03/07/2013 23:45;expansion; 2;1
Vigie-chiro - Routier-461;03/07/2014 01:04;expansion; 2;1
Vigie-chiro - Routier-82;03/07/2014 01:22;expansion; 2;1
Vigiechiro - Pédestre-590514;03/07/2014 22:30;expansion; 2;1
Vigie-chiro - Routier-609;03/07/2014 23:20;expansion; 2;1
Vigiechiro - Pédestre-350004;03/07/2016 23:05;expansion; 2;1
Vigie-chiro - Routier-624;03/07/2017 22:00;expansion; 2;1
Vigiechiro - Pédestre-590530;03/07/2017 22:30;expansion; 2;1
Vigiechiro - Pédestre-350004;03/07/2017 23:00;expansion; 2;1
Vigiechiro - Pédestre-220181;03/07/2017 23:15;expansion; 2;1
Vigie-chiro - Routier-57;03/07/2018 22:45;expansion; 2;1
Vigie-chiro - Routier-6;03/08/2007 00:00;expansion; 2;1
Vigie-chiro - Routier-437;03/08/2009 00:15;expansion; 2;1
Vigie-chiro - Routier-436;03/08/2009 23:55;expansion; 2;1
Vigie-chiro - Routier-94;03/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-61;03/09/2008 01:15;expansion; 2;1
Vigie-chiro - Routier-70;03/09/2008 01:50;expansion; 2;1
Vigie-chiro - Routier-94;03/09/2008 23:00;expansion; 2;1
Vigie-chiro - Routier-158;03/09/2008 23:32;expansion; 2;1
Vigie-chiro - Routier-127;03/09/2009 21:00;expansion; 2;1
Vigie-chiro - Routier-1;03/09/2009 23:45;expansion; 2;1
Vigie-chiro - Routier-83;03/09/2010 21:15;expansion; 2;1
Vigie-chiro - Routier-176;03/09/2010 21:30;expansion; 2;1
Vigie-chiro - Routier-48;03/09/2010 22:48;expansion; 2;1
Vigie-chiro - Routier-65;03/09/2011 23:17;expansion; 2;1
Vigiechiro - Pédestre-220447;03/09/2012 23:51;expansion; 2;1
Vigie-chiro - Routier-62;03/09/2013 01:03;expansion; 2;1
Vigiechiro - Pédestre-590470;03/09/2013 23:00;expansion; 2;1
Vigie-chiro - Routier-437;03/09/2013 23:09;expansion; 2;1
Vigiechiro - Pédestre-300764;03/09/2013 23:45;expansion; 2;1
Vigiechiro - Pédestre-590470;03/09/2014 21:00;expansion; 2;1
Vigiechiro - Pédestre-590530;03/09/2014 21:00;expansion; 2;1
Vigie-chiro - Routier-440;03/09/2014 23:06;expansion; 2;1
Vigiechiro - Pédestre-041555;03/09/2014 23:25;expansion; 2;1
Vigie-chiro - Routier-286;03/09/2015 21:05;expansion; 2;1
Vigie-chiro - Routier-380;03/09/2015 21:20;expansion; 2;1
Vigie-chiro - Routier-59;03/09/2015 23:20;expansion; 2;1
Vigie-chiro - Routier-380;03/09/2016 21:30;expansion; 2;1
Vigie-chiro - Routier-435;03/09/2018 21:05;expansion; 2;1
Vigie-chiro - Routier-437;03/09/2018 21:25;expansion; 2;1
Vigiechiro - Pédestre-621131;03/09/2019 21:00;expansion; 2;1
Vigie-chiro - Routier-286;03/09/2019 21:15;expansion; 2;1
Vigiechiro - Pédestre-290722;03/09/2019 21:20;expansion; 2;1
Vigie-chiro - Routier-123;03/09/2020 21:00;expansion; 2;1
Vigie-chiro - Routier-81;03/10/2007 22:00;expansion; 2;1
Vigie-chiro - Routier-436;03/10/2009 22:17;expansion; 2;1
Vigie-chiro - Routier-435;03/10/2010 22:00;expansion; 2;1
Vigie-chiro - Routier-10;04/07/2006 00:30;expansion; 2;1
Vigie-chiro - Routier-5;04/07/2006 00:30;expansion; 2;1
Vigie-chiro - Routier-71;04/07/2007 00:15;expansion; 2;1
Vigie-chiro - Routier-5;04/07/2008 00:10;expansion; 2;1
Vigie-chiro - Routier-131;04/07/2008 00:32;expansion; 2;1
Vigie-chiro - Routier-64;04/07/2008 02:45;expansion; 2;1
Vigie-chiro - Routier-194;04/07/2009 00:15;expansion; 2;1
Vigie-chiro - Routier-157;04/07/2009 00:16;expansion; 2;1
Vigie-chiro - Routier-51;04/07/2009 01:08;expansion; 2;1
Vigie-chiro - Routier-168;04/07/2009 22:25;expansion; 2;1
Vigie-chiro - Routier-414;04/07/2012 00:15;expansion; 2;1
Vigie-chiro - Routier-98;04/07/2012 00:15;expansion; 2;1
Vigie-chiro - Routier-151;04/07/2012 00:39;expansion; 2;1
Vigie-chiro - Routier-62;04/07/2012 00:46;expansion; 2;1
Vigie-chiro - Routier-435;04/07/2013 00:27;expansion; 2;1
Vigie-chiro - Routier-263;04/07/2016 22:00;expansion; 2;1
Vigie-chiro - Routier-624;04/07/2016 22:20;expansion; 2;1
Vigiechiro - Pédestre-590470;04/07/2016 22:30;expansion; 2;1
Vigie-chiro - Routier-605;04/07/2016 22:52;expansion; 2;1
Vigie-chiro - Routier-416;04/07/2016 23:00;expansion; 2;1
Vigiechiro - Pédestre-351213;04/07/2016 23:15;expansion; 2;1
Vigiechiro - Pédestre-820685;04/07/2017 00:35;expansion; 2;1
Vigie-chiro - Routier-62;04/07/2017 00:40;expansion; 2;1
Vigie-chiro - Routier-123;04/07/2017 22:25;expansion; 2;1
Vigiechiro - Pédestre-590537;04/07/2017 22:30;expansion; 2;1
Vigiechiro - Pédestre-590514;04/07/2017 22:50;expansion; 2;1
Vigiechiro - Pédestre-621070;04/07/2017 22:55;expansion; 2;1
Vigie-chiro - Routier-619;04/07/2018 22:28;expansion; 2;1
Vigiechiro - Pédestre-800194;04/07/2018 22:30;expansion; 2;1
Vigie-chiro - Routier-83;04/07/2018 22:39;expansion; 2;1
Vigiechiro - Pédestre-041555;04/07/2018 22:40;expansion; 2;1
Vigiechiro - Pédestre-590530;04/07/2018 22:45;expansion; 2;1
Vigie-chiro - Routier-176;04/07/2019 22:26;expansion; 2;1
Vigie-chiro - Routier-438;04/07/2019 22:49;expansion; 2;1
Vigie-chiro - Routier-619;04/07/2020 22:26;expansion; 2;2
Vigie-chiro - Routier-618;04/07/2020 22:34;expansion; 2;2
Vigiechiro - Pédestre-041555;04/07/2021 22:18;expansion; 2;1
Vigie-chiro - Routier-6;04/08/2010 00:06;expansion; 2;1
Vigie-chiro - Routier-85;04/08/2016 21:47;expansion; 2;1
Vigie-chiro - Routier-14;04/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-69;04/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-65;04/09/2008 02:20;expansion; 2;1
Vigie-chiro - Routier-177;04/09/2013 21:03;expansion; 2;1
Vigie-chiro - Routier-48;04/09/2013 22:38;expansion; 2;1
Vigiechiro - Pédestre-220061;04/09/2013 23:19;expansion; 2;1
Vigiechiro - Pédestre-130682;04/09/2014 21:00;expansion; 2;1
Vigiechiro - Pédestre-910449;04/09/2014 23:09;expansion; 2;1
Vigie-chiro - Routier-461;04/09/2014 23:24;expansion; 2;1
Vigie-chiro - Routier-84;04/09/2017 21:00;expansion; 2;1
Vigiechiro - Pédestre-590470;04/09/2017 21:00;expansion; 2;1
Vigie-chiro - Routier-618;04/09/2017 21:15;expansion; 2;1
Vigie-chiro - Routier-623;04/09/2017 21:30;expansion; 2;1
Vigie-chiro - Routier-382;04/09/2017 21:45;expansion; 2;1
Vigiechiro - Pédestre-290575;04/09/2017 22:15;expansion; 2;1
Vigie-chiro - Routier-440;04/09/2018 21:03;expansion; 2;1
Vigie-chiro - Routier-127;04/09/2018 21:05;expansion; 2;1
Vigie-chiro - Routier-398;04/09/2018 23:15;expansion; 2;1
Vigiechiro - Pédestre-590537;04/09/2019 21:00;expansion; 2;1
Vigiechiro - Pédestre-621070;04/09/2019 21:05;expansion; 2;1
Vigie-chiro - Routier-461;04/09/2020 21:05;expansion; 2;1
Vigie-chiro - Routier-83;04/10/2007 22:30;expansion; 2;1
Vigie-chiro - Routier-116;04/10/2008 22:00;expansion; 2;1
Vigiechiro - Pédestre-750016;04/10/2011 20:15;expansion; 2;1
Vigiechiro - Pédestre-220885;04/10/2018 20:05;expansion; 2;1
Vigie-chiro - Routier-43;05/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-69;05/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-65;05/07/2007 02:30;expansion; 2;1
Vigie-chiro - Routier-38;05/07/2008 00:30;expansion; 2;1
Vigie-chiro - Routier-160;05/07/2009 00:15;expansion; 2;1
Vigie-chiro - Routier-176;05/07/2009 22:30;expansion; 2;1
Vigiechiro - Pédestre-331157;05/07/2010 00:31;expansion; 2;1
Vigiechiro - Pédestre-151376;05/07/2011 00:40;expansion; 2;1
Vigiechiro - Pédestre-221058;05/07/2011 00:45;expansion; 2;1
Vigie-chiro - Routier-62;05/07/2011 00:55;expansion; 2;1
Vigiechiro - Pédestre-590530;05/07/2011 22:30;expansion; 2;1
Vigiechiro - Pédestre-220943;05/07/2012 00:53;expansion; 2;1
Vigie-chiro - Routier-3;05/07/2012 00:57;expansion; 2;1
Vigie-chiro - Routier-49;05/07/2013 00:04;expansion; 2;1
Vigie-chiro - Routier-262;05/07/2013 00:07;expansion; 2;1
Vigiechiro - Pédestre-220447;05/07/2014 00:45;expansion; 2;1
Vigie-chiro - Routier-57;05/07/2016 00:45;expansion; 2;1
Vigiechiro - Pédestre-220030;05/07/2016 21:39;expansion; 2;1
Vigie-chiro - Routier-262;05/07/2016 22:00;expansion; 2;1
Vigie-chiro - Routier-80;05/07/2016 22:00;expansion; 2;1
Vigie-chiro - Routier-286;05/07/2016 22:30;expansion; 2;1
Vigie-chiro - Routier-398;05/07/2017 00:25;expansion; 2;1
Vigie-chiro - Routier-57;05/07/2017 00:40;expansion; 2;1
Vigie-chiro - Routier-435;05/07/2018 22:29;expansion; 2;1
Vigiechiro - Pédestre-590514;05/07/2018 22:35;expansion; 2;1
Vigiechiro - Pédestre-740775;05/08/2021 21:00;expansion; 2;1
Vigie-chiro - Routier-43;05/09/2007 00:00;expansion; 2;1
Vigie-chiro - Routier-65;05/09/2007 01:15;expansion; 2;1
Vigie-chiro - Routier-3;05/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-40;05/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-51;05/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-53;05/09/2007 23:30;expansion; 2;1
Vigiechiro - Pédestre-151376;05/09/2007 23:30;expansion; 2;1
Vigie-chiro - Routier-11;05/09/2007 23:45;expansion; 2;1
Vigie-chiro - Routier-49;05/09/2008 23:05;expansion; 2;1
Vigie-chiro - Routier-176;05/09/2009 21:10;expansion; 2;1
Vigie-chiro - Routier-70;05/09/2010 01:47;expansion; 2;1
Vigiechiro - Pédestre-621070;05/09/2010 21:15;expansion; 2;1
Vigie-chiro - Routier-177;05/09/2010 22:02;expansion; 2;1
Vigie-chiro - Routier-49;05/09/2010 22:55;expansion; 2;1
Vigie-chiro - Routier-262;05/09/2011 20:40;expansion; 2;1
Vigie-chiro - Routier-81;05/09/2011 21:00;expansion; 2;1
Vigie-chiro - Routier-287;05/09/2011 23:09;expansion; 2;1
Vigie-chiro - Routier-265;05/09/2011 23:38;expansion; 2;1
Vigie-chiro - Routier-168;05/09/2012 00:02;expansion; 2;1
Vigie-chiro - Routier-127;05/09/2012 21:20;expansion; 2;1
Vigie-chiro - Routier-84;05/09/2012 21:20;expansion; 2;1
Vigie-chiro - Routier-438;05/09/2012 22:50;expansion; 2;1
Vigie-chiro - Routier-49;05/09/2013 22:28;expansion; 2;1
Vigie-chiro - Routier-98;05/09/2013 22:55;expansion; 2;1
Vigiechiro - Pédestre-820685;05/09/2013 22:58;expansion; 2;1
Vigie-chiro - Routier-127;05/09/2013 23:11;expansion; 2;1
Vigiechiro - Pédestre-590514;05/09/2014 21:00;expansion; 2;1
Vigiechiro - Pédestre-910186;05/09/2014 23:02;expansion; 2;1
Vigie-chiro - Routier-57;05/09/2015 01:20;expansion; 2;1
Vigie-chiro - Routier-382;05/09/2015 21:15;expansion; 2;1
Vigie-chiro - Routier-605;05/09/2016 21:15;expansion; 2;1
Vigie-chiro - Routier-619;05/09/2017 20:49;expansion; 2;1
Vigie-chiro - Routier-126;05/09/2017 20:55;expansion; 2;1
Vigiechiro - Pédestre-590530;05/09/2017 21:00;expansion; 2;1
Vigie-chiro - Routier-83;05/09/2017 21:11;expansion; 2;1
Vigiechiro - Pédestre-820685;05/09/2017 23:00;expansion; 2;1
Vigie-chiro - Routier-461;05/09/2018 21:00;expansion; 2;1
Vigie-chiro - Routier-623;05/09/2018 21:05;expansion; 2;1
Vigie-chiro - Routier-289;05/09/2018 21:50;expansion; 2;1
Vigie-chiro - Routier-96;05/10/2007 22:00;expansion; 2;1
Vigie-chiro - Routier-437;05/10/2009 22:10;expansion; 2;1
Vigie-chiro - Routier-461;06/06/2015 22:40;expansion; 2;1
Vigie-chiro - Routier-6;06/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-51;06/07/2008 00:10;expansion; 2;1
Vigie-chiro - Routier-150;06/07/2009 00:16;expansion; 2;1
Vigie-chiro - Routier-32;06/07/2010 00:25;expansion; 2;1
Vigiechiro - Pédestre-770457;06/07/2010 00:29;expansion; 2;1
Vigiechiro - Pédestre-910186;06/07/2010 00:38;expansion; 2;1
Vigie-chiro - Routier-32;06/07/2011 00:26;expansion; 2;1
Vigiechiro - Pédestre-940009;06/07/2011 22:20;expansion; 2;1
Vigie-chiro - Routier-87;06/07/2011 22:30;expansion; 2;1
Vigiechiro - Pédestre-590514;06/07/2011 22:30;expansion; 2;1
Vigie-chiro - Routier-381;06/07/2012 00:47;expansion; 2;1
Vigie-chiro - Routier-125;06/07/2015 22:30;expansion; 2;1
Vigie-chiro - Routier-81;06/07/2015 22:40;expansion; 2;1
Vigiechiro - Pédestre-861550;06/07/2016 00:49;expansion; 2;1
Vigie-chiro - Routier-287;06/07/2016 22:40;expansion; 2;1
Vigiechiro - Pédestre-290722;06/07/2016 22:40;expansion; 2;1
Vigie-chiro - Routier-461;06/07/2016 22:45;expansion; 2;1
Vigiechiro - Pédestre-220447;06/07/2016 23:15;expansion; 2;1
Vigie-chiro - Routier-126;06/07/2017 22:20;expansion; 2;1
Vigiechiro - Pédestre-220447;06/07/2017 23:15;expansion; 2;1
Vigie-chiro - Routier-87;06/07/2018 22:53;expansion; 2;1
Vigiechiro - Pédestre-041555;06/07/2019 22:00;expansion; 2;1
Vigie-chiro - Routier-19;06/07/2020 22:27;expansion; 2;2
Vigie-chiro - Routier-435;06/07/2020 22:27;expansion; 2;2
Vigie-chiro - Routier-435;06/07/2021 22:41;expansion; 2;1
Vigie-chiro - Routier-176;06/07/2021 22:53;expansion; 2;1
Vigie-chiro - Routier-77;06/08/2007 00:00;expansion; 2;1
Vigie-chiro - Routier-78;06/08/2007 00:00;expansion; 2;1
Vigiechiro - Pédestre-750008;06/08/2008 01:11;expansion; 2;1
Vigie-chiro - Routier-6;06/08/2009 00:00;expansion; 2;1
Vigie-chiro - Routier-352;06/08/2014 23:56;expansion; 2;1
Vigie-chiro - Routier-61;06/09/2007 01:15;expansion; 2;1
Vigie-chiro - Routier-48;06/09/2007 22:15;expansion; 2;1
Vigie-chiro - Routier-38;06/09/2007 23:00;expansion; 2;1
Vigie-chiro - Routier-76;06/09/2008 23:25;expansion; 2;1
Vigie-chiro - Routier-177;06/09/2009 21:06;expansion; 2;1
Vigiechiro - Pédestre-041555;06/09/2009 22:45;expansion; 2;1
Vigie-chiro - Routier-90;06/09/2009 23:51;expansion; 2;1
Vigiechiro - Pédestre-041555;06/09/2010 22:55;expansion; 2;1
Vigie-chiro - Routier-58;06/09/2010 23:37;expansion; 2;1
Vigie-chiro - Routier-57;06/09/2012 00:45;expansion; 2;1
Vigiechiro - Pédestre-130682;06/09/2012 22:23;expansion; 2;1
Vigie-chiro - Routier-19;06/09/2012 22:57;expansion; 2;1
Vigie-chiro - Routier-623;06/09/2016 21:35;expansion; 2;1
Vigie-chiro - Routier-381;06/09/2016 22:05;expansion; 2;1
Vigie-chiro - Routier-57;06/09/2016 23:15;expansion; 2;1
Vigiechiro - Pédestre-590514;06/09/2017 20:40;expansion; 2;1
Vigie-chiro - Routier-287;06/09/2017 21:00;expansion; 2;1
Vigie-chiro - Routier-92;06/09/2017 21:18;expansion; 2;1
Vigie-chiro - Routier-59;06/09/2017 23:15;expansion; 2;1
Vigie-chiro - Routier-380;06/09/2018 21:05;expansion; 2;1
Vigiechiro - Pédestre-621406;06/09/2018 21:20;expansion; 2;1
Vigiechiro - Pédestre-590132;06/09/2018 23:16;expansion; 2;1
Vigiechiro - Pédestre-290551;07/06/2006 00:45;expansion; 2;1
Vigie-chiro - Routier-72;07/07/2007 00:15;expansion; 2;1
Vigie-chiro - Routier-25;07/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-54;07/07/2007 00:30;expansion; 2;1
Vigie-chiro - Routier-57;07/07/2007 02:45;expansion; 2;1
Vigie-chiro - Routier-115;07/07/2008 00:30;expansion; 2;1
Vigiechiro - Pédestre-332150;07/07/2008 00:45;expansion; 2;1
