Group.1;Group.2;Group.3;Group.4;x
Vigiechiro - Pédestre-750012;21/07/2009 01:37;expansion; 5;1
Vigie-chiro - Routier-107;21/07/2011 23:35;expansion; 5;1
Vigiechiro - Pédestre-750024;21/07/2012 00:45;expansion; 5;1
Vigie-chiro - Routier-2;21/07/2012 00:46;expansion; 5;1
Vigie-chiro - Routier-107;21/07/2012 01:15;expansion; 5;1
Vigie-chiro - Routier-436;21/07/2015 00:40;expansion; 5;1
Vigiechiro - Pédestre-130682;21/07/2015 22:00;expansion; 5;1
Vigiechiro - Pédestre-220030;21/07/2015 22:39;expansion; 5;1
Vigiechiro - Pédestre-220943;21/07/2015 23:25;expansion; 5;1
Vigie-chiro - Routier-59;21/07/2017 00:30;expansion; 5;1
Vigie-chiro - Routier-437;21/07/2017 22:42;expansion; 5;1
Vigie-chiro - Routier-287;21/07/2017 22:52;expansion; 5;1
Vigie-chiro - Routier-81;21/07/2020 22:27;expansion; 5;1
Vigie-chiro - Routier-381;21/07/2020 22:40;expansion; 5;1
Vigiechiro - Pédestre-621070;21/07/2020 22:50;expansion; 5;1
Vigie-chiro - Routier-110;21/08/2008 23:15;expansion; 5;1
Vigie-chiro - Routier-38;21/08/2008 23:15;expansion; 5;1
Vigie-chiro - Routier-159;21/08/2008 23:35;expansion; 5;1
Vigiechiro - Pédestre-590514;21/08/2010 21:30;expansion; 5;1
Vigiechiro - Pédestre-770457;21/08/2010 23:23;expansion; 5;1
Vigie-chiro - Routier-439;21/08/2013 23:37;expansion; 5;1
Vigie-chiro - Routier-123;21/08/2014 21:25;expansion; 5;1
Vigie-chiro - Routier-159;21/08/2014 23:31;expansion; 5;1
Vigie-chiro - Routier-58;21/08/2018 21:45;expansion; 5;1
Vigie-chiro - Routier-288;21/08/2018 21:55;expansion; 5;1
Vigie-chiro - Routier-624;21/08/2019 21:10;expansion; 5;1
Vigie-chiro - Routier-435;21/08/2019 21:35;expansion; 5;1
Vigie-chiro - Routier-86;21/08/2019 21:35;expansion; 5;1
Vigiechiro - Pédestre-440730;21/08/2019 21:40;expansion; 5;1
Vigie-chiro - Routier-59;21/08/2019 21:45;expansion; 5;1
Vigie-chiro - Routier-19;21/08/2019 22:24;expansion; 5;1
Vigie-chiro - Routier-436;21/08/2020 21:27;expansion; 5;1
Vigie-chiro - Routier-437;21/08/2020 21:29;expansion; 5;2
Vigie-chiro - Routier-436;21/08/2020 21:37;expansion; 5;1
Vigiechiro - Pédestre-860899;21/09/2006 22:30;expansion; 5;1
Vigie-chiro - Routier-124;21/09/2008 21:55;expansion; 5;1
Vigie-chiro - Routier-53;21/09/2008 22:19;expansion; 5;1
Vigie-chiro - Routier-262;21/09/2009 19:55;expansion; 5;1
Vigie-chiro - Routier-72;21/09/2010 02:51;expansion; 5;1
Vigie-chiro - Routier-10;21/09/2010 22:14;expansion; 5;1
Vigiechiro - Pédestre-170811;21/09/2010 22:43;expansion; 5;1
Vigiechiro - Pédestre-851040;21/09/2010 22:49;expansion; 5;1
Vigie-chiro - Routier-266;21/09/2011 22:50;expansion; 5;1
Vigie-chiro - Routier-414;21/09/2015 22:32;expansion; 5;1
Vigiechiro - Pédestre-440730;21/09/2017 20:36;expansion; 5;1
Vigie-chiro - Routier-177;21/09/2017 20:43;expansion; 5;1
Vigie-chiro - Routier-624;21/09/2017 20:45;expansion; 5;1
Vigiechiro - Pédestre-350004;21/09/2017 20:54;expansion; 5;1
Vigie-chiro - Routier-416;21/09/2017 21:15;expansion; 5;1
Vigie-chiro - Routier-80;22/06/2007 00:30;expansion; 5;1
Vigie-chiro - Routier-70;22/06/2008 00:40;expansion; 5;1
Vigie-chiro - Routier-129;22/06/2009 22:35;expansion; 5;1
Vigie-chiro - Routier-262;22/06/2010 22:05;expansion; 5;1
Vigie-chiro - Routier-270;22/06/2011 22:11;expansion; 5;1
Vigie-chiro - Routier-85;22/06/2012 23:56;expansion; 5;1
Vigiechiro - Pédestre-621131;22/06/2015 22:48;expansion; 5;1
Vigie-chiro - Routier-127;22/06/2018 23:00;expansion; 5;1
Vigie-chiro - Routier-123;22/06/2020 22:30;expansion; 5;1
Vigiechiro - Pédestre-800194;22/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-58;22/06/2020 22:45;expansion; 5;1
Vigie-chiro - Routier-126;22/07/2008 00:20;expansion; 5;1
Vigie-chiro - Routier-120;22/07/2008 00:30;expansion; 5;1
Vigie-chiro - Routier-111;22/07/2008 00:40;expansion; 5;1
Vigie-chiro - Routier-65;22/07/2008 02:30;expansion; 5;1
Vigiechiro - Pédestre-750015;22/07/2009 00:45;expansion; 5;1
Vigiechiro - Pédestre-750015;22/07/2010 00:50;expansion; 5;1
Vigie-chiro - Routier-85;22/07/2010 22:20;expansion; 5;1
Vigie-chiro - Routier-127;22/07/2010 22:25;expansion; 5;1
Vigiechiro - Pédestre-770059;22/07/2010 23:38;expansion; 5;1
Vigie-chiro - Routier-5;22/07/2011 00:19;expansion; 5;1
Vigiechiro - Pédestre-890630;22/07/2013 22:23;expansion; 5;1
Vigie-chiro - Routier-440;22/07/2015 00:17;expansion; 5;1
Vigie-chiro - Routier-622;22/07/2019 22:30;expansion; 5;1
Vigiechiro - Pédestre-621070;22/07/2019 22:30;expansion; 5;1
Vigie-chiro - Routier-380;22/07/2020 22:40;expansion; 5;1
Vigie-chiro - Routier-622;22/07/2020 22:50;expansion; 5;1
Vigie-chiro - Routier-622;22/07/2021 21:55;expansion; 5;1
Vigie-chiro - Routier-150;22/08/2009 23:28;expansion; 5;1
Vigie-chiro - Routier-107;22/08/2011 22:50;expansion; 5;1
Vigie-chiro - Routier-3;22/08/2011 23:21;expansion; 5;1
Vigiechiro - Pédestre-530699;22/08/2012 00:37;expansion; 5;1
Vigiechiro - Pédestre-930012;22/08/2012 21:49;expansion; 5;1
Vigiechiro - Pédestre-861550;22/08/2012 23:50;expansion; 5;1
Vigie-chiro - Routier-152;22/08/2013 23:40;expansion; 5;1
Vigiechiro - Pédestre-530699;22/08/2013 23:40;expansion; 5;1
Vigie-chiro - Routier-440;22/08/2015 23:26;expansion; 5;1
Vigie-chiro - Routier-80;22/08/2016 21:43;expansion; 5;1
Vigiechiro - Pédestre-221058;22/08/2016 21:57;expansion; 5;1
Vigie-chiro - Routier-58;22/08/2016 23:40;expansion; 5;1
Vigiechiro - Pédestre-590537;22/08/2017 21:22;expansion; 5;1
Vigie-chiro - Routier-439;22/08/2017 21:50;expansion; 5;1
Vigie-chiro - Routier-57;22/08/2018 21:40;expansion; 5;1
Vigie-chiro - Routier-177;22/08/2019 21:35;expansion; 5;1
Vigie-chiro - Routier-440;22/08/2019 21:38;expansion; 5;1
Vigie-chiro - Routier-57;22/08/2019 21:40;expansion; 5;1
Vigie-chiro - Routier-76;22/09/2007 22:30;expansion; 5;1
Vigie-chiro - Routier-78;22/09/2007 22:30;expansion; 5;1
Vigie-chiro - Routier-113;22/09/2008 22:30;expansion; 5;1
Vigie-chiro - Routier-10;22/09/2008 22:55;expansion; 5;1
Vigie-chiro - Routier-263;22/09/2009 20:00;expansion; 5;1
Vigie-chiro - Routier-51;22/09/2009 23:15;expansion; 5;1
Vigiechiro - Pédestre-750005;22/09/2010 20:33;expansion; 5;1
Vigiechiro - Pédestre-220885;22/09/2014 22:48;expansion; 5;1
Vigie-chiro - Routier-239;22/09/2015 21:00;expansion; 5;1
Vigie-chiro - Routier-624;22/09/2016 20:35;expansion; 5;1
Vigie-chiro - Routier-125;22/09/2016 20:50;expansion; 5;1
Vigie-chiro - Routier-1;23/06/2009 00:30;expansion; 5;1
Vigie-chiro - Routier-199;23/06/2009 00:30;expansion; 5;1
Vigie-chiro - Routier-6;23/06/2010 00:23;expansion; 5;1
Vigie-chiro - Routier-59;23/06/2010 00:50;expansion; 5;1
Vigiechiro - Pédestre-581070;23/06/2010 03:24;expansion; 5;1
Vigie-chiro - Routier-86;23/06/2010 22:34;expansion; 5;1
Vigiechiro - Pédestre-621070;23/06/2010 22:53;expansion; 5;1
Vigie-chiro - Routier-123;23/06/2010 23:15;expansion; 5;1
Vigie-chiro - Routier-155;23/06/2011 00:30;expansion; 5;1
Vigiechiro - Pédestre-910186;23/06/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-150;23/06/2012 00:33;expansion; 5;1
Vigie-chiro - Routier-168;23/06/2012 01:18;expansion; 5;1
Vigie-chiro - Routier-154;23/06/2013 00:30;expansion; 5;1
Vigiechiro - Pédestre-130682;23/06/2014 22:00;expansion; 5;1
Vigie-chiro - Routier-416;23/06/2015 22:30;expansion; 5;1
Vigie-chiro - Routier-287;23/06/2015 22:44;expansion; 5;1
Vigie-chiro - Routier-239;23/06/2016 22:45;expansion; 5;1
Vigie-chiro - Routier-381;23/06/2016 22:45;expansion; 5;1
Vigie-chiro - Routier-87;23/06/2016 23:29;expansion; 5;1
Vigie-chiro - Routier-126;23/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-289;23/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-85;23/06/2020 22:30;expansion; 5;1
Vigiechiro - Pédestre-621131;23/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-85;23/06/2020 22:31;expansion; 5;1
Vigie-chiro - Routier-62;23/06/2020 22:45;expansion; 5;1
Vigie-chiro - Routier-82;23/07/2008 01:55;expansion; 5;1
Vigie-chiro - Routier-40;23/07/2009 00:20;expansion; 5;1
Vigie-chiro - Routier-105;23/07/2009 22:20;expansion; 5;1
Vigie-chiro - Routier-436;23/07/2010 00:33;expansion; 5;1
Vigie-chiro - Routier-10;23/07/2011 00:20;expansion; 5;1
Vigiechiro - Pédestre-621070;23/07/2015 22:24;expansion; 5;1
Vigiechiro - Pédestre-441278;23/07/2016 22:30;expansion; 5;1
Vigiechiro - Pédestre-350004;23/07/2018 22:45;expansion; 5;1
Vigiechiro - Pédestre-290575;23/07/2018 22:50;expansion; 5;1
Vigiechiro - Pédestre-771115;23/07/2019 21:40;expansion; 5;1
Vigie-chiro - Routier-82;23/07/2019 22:23;expansion; 5;1
Vigiechiro - Pédestre-771114;23/07/2019 22:25;expansion; 5;1
Vigiechiro - Pédestre-290320;23/08/2009 00:21;expansion; 5;1
Vigie-chiro - Routier-152;23/08/2009 23:22;expansion; 5;1
Vigie-chiro - Routier-19;23/08/2010 00:00;expansion; 5;1
Vigiechiro - Pédestre-220061;23/08/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-15;23/08/2011 21:33;expansion; 5;1
Vigie-chiro - Routier-86;23/08/2011 21:38;expansion; 5;1
Vigie-chiro - Routier-160;23/08/2011 23:35;expansion; 5;1
Vigie-chiro - Routier-1;23/08/2012 00:24;expansion; 5;1
Vigie-chiro - Routier-176;23/08/2012 21:32;expansion; 5;1
Vigie-chiro - Routier-150;23/08/2013 23:15;expansion; 5;1
Vigie-chiro - Routier-126;23/08/2014 21:25;expansion; 5;1
Vigie-chiro - Routier-439;23/08/2015 23:28;expansion; 5;1
Vigie-chiro - Routier-287;23/08/2016 21:15;expansion; 5;1
Vigiechiro - Pédestre-590470;23/08/2016 21:20;expansion; 5;1
Vigie-chiro - Routier-177;23/08/2016 21:30;expansion; 5;1
Vigie-chiro - Routier-440;23/08/2016 21:30;expansion; 5;1
Vigie-chiro - Routier-86;23/08/2016 21:40;expansion; 5;1
Vigie-chiro - Routier-62;23/08/2016 23:40;expansion; 5;1
Vigie-chiro - Routier-624;23/08/2018 21:05;expansion; 5;1
Vigie-chiro - Routier-62;23/08/2018 21:45;expansion; 5;1
Vigie-chiro - Routier-439;23/08/2019 21:37;expansion; 5;1
Vigie-chiro - Routier-177;23/08/2020 21:21;expansion; 5;1
Vigie-chiro - Routier-177;23/08/2020 21:29;expansion; 5;1
Vigie-chiro - Routier-440;23/08/2020 21:34;expansion; 5;2
Vigie-chiro - Routier-123;23/08/2021 21:25;expansion; 5;1
Vigie-chiro - Routier-80;23/08/2021 21:31;expansion; 5;1
Vigie-chiro - Routier-437;23/08/2021 21:52;expansion; 5;1
Vigie-chiro - Routier-87;23/09/2009 19:30;expansion; 5;1
Vigiechiro - Pédestre-151376;23/09/2009 22:44;expansion; 5;1
Vigiechiro - Pédestre-750019;23/09/2009 22:50;expansion; 5;1
Vigiechiro - Pédestre-750008;23/09/2009 23:00;expansion; 5;1
Vigiechiro - Pédestre-750012;23/09/2009 23:40;expansion; 5;1
Vigie-chiro - Routier-82;23/09/2012 21:32;expansion; 5;1
Vigiechiro - Pédestre-300711;23/09/2012 22:41;expansion; 5;1
Vigie-chiro - Routier-440;23/09/2013 22:45;expansion; 5;1
Vigiechiro - Pédestre-290391;23/09/2013 22:55;expansion; 5;1
Vigiechiro - Pédestre-590537;23/09/2015 20:15;expansion; 5;1
Vigiechiro - Pédestre-621070;23/09/2015 20:22;expansion; 5;1
Vigiechiro - Pédestre-290575;23/09/2020 20:45;expansion; 5;1
Vigiechiro - Pédestre-151376;23/10/2006 21:53;expansion; 5;1
Vigie-chiro - Routier-94;24/06/2008 00:20;expansion; 5;1
Vigiechiro - Pédestre-581070;24/06/2008 00:45;expansion; 5;1
Vigiechiro - Pédestre-451122;24/06/2008 00:49;expansion; 5;1
Vigie-chiro - Routier-48;24/06/2008 23:58;expansion; 5;1
Vigie-chiro - Routier-195;24/06/2009 00:20;expansion; 5;1
Vigiechiro - Pédestre-750021;24/06/2009 01:00;expansion; 5;1
Vigiechiro - Pédestre-770678;24/06/2010 00:47;expansion; 5;1
Vigie-chiro - Routier-80;24/06/2010 22:00;expansion; 5;1
Vigie-chiro - Routier-131;24/06/2010 23:03;expansion; 5;1
Vigie-chiro - Routier-151;24/06/2010 23:58;expansion; 5;1
Vigie-chiro - Routier-151;24/06/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-266;24/06/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-81;24/06/2011 22:00;expansion; 5;1
Vigie-chiro - Routier-380;24/06/2012 00:48;expansion; 5;1
Vigie-chiro - Routier-86;24/06/2014 00:54;expansion; 5;1
Vigie-chiro - Routier-126;24/06/2014 22:30;expansion; 5;1
Vigiechiro - Pédestre-441278;24/06/2014 23:00;expansion; 5;1
Vigie-chiro - Routier-126;24/06/2015 22:30;expansion; 5;1
Vigiechiro - Pédestre-800194;24/06/2015 22:36;expansion; 5;1
Vigiechiro - Pédestre-130682;24/06/2016 22:07;expansion; 5;1
Vigiechiro - Pédestre-621406;24/06/2016 22:35;expansion; 5;1
Vigiechiro - Pédestre-621406;24/06/2019 22:40;expansion; 5;1
Vigie-chiro - Routier-239;24/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-57;24/06/2020 22:45;expansion; 5;1
Vigie-chiro - Routier-166;24/07/2008 00:10;expansion; 5;1
Vigie-chiro - Routier-127;24/07/2008 00:15;expansion; 5;1
Vigie-chiro - Routier-114;24/07/2008 00:30;expansion; 5;1
Vigie-chiro - Routier-116;24/07/2008 00:30;expansion; 5;1
Vigie-chiro - Routier-85;24/07/2008 00:35;expansion; 5;1
Vigie-chiro - Routier-87;24/07/2008 00:35;expansion; 5;1
Vigiechiro - Pédestre-750024;24/07/2008 01:33;expansion; 5;1
Vigiechiro - Pédestre-581117;24/07/2009 01:33;expansion; 5;1
Vigie-chiro - Routier-6;24/07/2011 00:26;expansion; 5;1
Vigiechiro - Pédestre-290433;24/07/2011 00:45;expansion; 5;1
Vigiechiro - Pédestre-750025;24/07/2012 00:45;expansion; 5;1
Vigie-chiro - Routier-123;24/07/2012 22:00;expansion; 5;1
Vigie-chiro - Routier-440;24/07/2014 00:13;expansion; 5;1
Vigiechiro - Pédestre-560864;24/07/2014 01:25;expansion; 5;1
Vigie-chiro - Routier-414;24/07/2015 00:12;expansion; 5;1
Vigie-chiro - Routier-618;24/07/2017 22:40;expansion; 5;1
Vigiechiro - Pédestre-220447;24/07/2018 22:50;expansion; 5;1
Vigiechiro - Pédestre-771344;24/07/2019 23:30;expansion; 5;1
Vigie-chiro - Routier-37;24/08/2007 23:15;expansion; 5;1
Vigie-chiro - Routier-70;24/08/2007 23:15;expansion; 5;1
Vigiechiro - Pédestre-170811;24/08/2009 23:27;expansion; 5;1
Vigiechiro - Pédestre-910186;24/08/2009 23:27;expansion; 5;1
Vigie-chiro - Routier-153;24/08/2010 00:00;expansion; 5;1
Vigie-chiro - Routier-262;24/08/2010 21:00;expansion; 5;1
Vigie-chiro - Routier-287;24/08/2010 21:55;expansion; 5;1
Vigiechiro - Pédestre-770094;24/08/2010 23:24;expansion; 5;1
Vigie-chiro - Routier-438;24/08/2010 23:54;expansion; 5;1
Vigie-chiro - Routier-87;24/08/2011 21:25;expansion; 5;1
Vigie-chiro - Routier-2;24/08/2011 23:25;expansion; 5;1
Vigie-chiro - Routier-2;24/08/2012 00:00;expansion; 5;1
Vigie-chiro - Routier-439;24/08/2012 01:37;expansion; 5;1
Vigie-chiro - Routier-437;24/08/2014 23:25;expansion; 5;1
Vigie-chiro - Routier-289;24/08/2016 21:15;expansion; 5;1
Vigie-chiro - Routier-437;24/08/2016 21:35;expansion; 5;1
Vigie-chiro - Routier-435;24/08/2017 21:48;expansion; 5;1
Vigie-chiro - Routier-58;24/08/2017 23:30;expansion; 5;1
Vigie-chiro - Routier-624;24/08/2020 21:05;expansion; 5;1
Vigie-chiro - Routier-57;24/08/2020 21:30;expansion; 5;1
Vigie-chiro - Routier-439;24/08/2020 21:34;expansion; 5;2
Vigie-chiro - Routier-381;24/08/2020 21:35;expansion; 5;1
Vigie-chiro - Routier-86;24/09/2007 22:30;expansion; 5;1
Vigie-chiro - Routier-56;24/09/2008 00:30;expansion; 5;1
Vigiechiro - Pédestre-590470;24/09/2008 21:00;expansion; 5;1
Vigie-chiro - Routier-4;24/09/2008 22:40;expansion; 5;1
Vigie-chiro - Routier-82;24/09/2009 19:45;expansion; 5;1
Vigiechiro - Pédestre-220447;24/09/2013 23:01;expansion; 5;1
Vigiechiro - Pédestre-220885;24/09/2015 20:25;expansion; 5;1
Vigiechiro - Pédestre-861550;24/09/2015 22:22;expansion; 5;1
Vigie-chiro - Routier-86;24/09/2017 20:15;expansion; 5;1
Vigiechiro - Pédestre-041555;24/09/2021 20:10;expansion; 5;1
Vigie-chiro - Routier-19;25/05/2009 00:05;expansion; 5;1
Vigiechiro - Pédestre-581117;25/06/2007 00:15;expansion; 5;1
Vigie-chiro - Routier-71;25/06/2008 00:45;expansion; 5;1
Vigie-chiro - Routier-63;25/06/2008 02:40;expansion; 5;1
Vigie-chiro - Routier-187;25/06/2008 22:15;expansion; 5;1
Vigie-chiro - Routier-193;25/06/2009 00:20;expansion; 5;1
Vigiechiro - Pédestre-750011;25/06/2009 00:25;expansion; 5;1
Vigie-chiro - Routier-159;25/06/2009 00:48;expansion; 5;1
Vigie-chiro - Routier-87;25/06/2009 22:30;expansion; 5;1
Vigie-chiro - Routier-57;25/06/2010 00:49;expansion; 5;1
Vigiechiro - Pédestre-820685;25/06/2013 00:28;expansion; 5;1
Vigie-chiro - Routier-58;25/06/2013 00:35;expansion; 5;1
Vigie-chiro - Routier-59;25/06/2013 02:37;expansion; 5;1
Vigie-chiro - Routier-150;25/06/2014 00:34;expansion; 5;1
Vigiechiro - Pédestre-220885;25/06/2014 00:48;expansion; 5;1
Vigie-chiro - Routier-83;25/06/2014 01:02;expansion; 5;1
Vigie-chiro - Routier-382;25/06/2014 01:06;expansion; 5;1
Vigie-chiro - Routier-416;25/06/2014 01:15;expansion; 5;1
Vigie-chiro - Routier-123;25/06/2014 22:30;expansion; 5;1
Vigie-chiro - Routier-62;25/06/2015 00:45;expansion; 5;1
Vigie-chiro - Routier-286;25/06/2015 22:40;expansion; 5;1
Vigiechiro - Pédestre-220885;25/06/2015 22:52;expansion; 5;1
Vigiechiro - Pédestre-560864;25/06/2015 23:04;expansion; 5;1
Vigie-chiro - Routier-58;25/06/2016 00:40;expansion; 5;1
Vigie-chiro - Routier-286;25/06/2018 22:35;expansion; 5;1
Vigie-chiro - Routier-83;25/06/2019 23:05;expansion; 5;1
Vigie-chiro - Routier-8;25/07/2006 00:15;expansion; 5;1
Vigie-chiro - Routier-4;25/07/2007 00:20;expansion; 5;1
Vigie-chiro - Routier-86;25/07/2008 00:20;expansion; 5;1
Vigie-chiro - Routier-10;25/07/2008 00:25;expansion; 5;1
Vigie-chiro - Routier-112;25/07/2008 00:30;expansion; 5;1
Vigie-chiro - Routier-8;25/07/2008 00:35;expansion; 5;1
Vigiechiro - Pédestre-750021;25/07/2008 01:34;expansion; 5;1
Vigie-chiro - Routier-440;25/07/2010 00:36;expansion; 5;1
Vigie-chiro - Routier-4;25/07/2011 00:25;expansion; 5;1
Vigiechiro - Pédestre-581117;25/07/2011 03:23;expansion; 5;1
Vigie-chiro - Routier-5;25/07/2012 00:07;expansion; 5;1
Vigie-chiro - Routier-84;25/07/2012 22:48;expansion; 5;1
Vigiechiro - Pédestre-750023;25/07/2014 00:07;expansion; 5;1
Vigie-chiro - Routier-437;25/07/2014 00:13;expansion; 5;1
Vigiechiro - Pédestre-621131;25/07/2016 22:10;expansion; 5;1
Vigie-chiro - Routier-12;25/07/2016 22:45;expansion; 5;1
Vigie-chiro - Routier-625;25/07/2017 22:05;expansion; 5;1
Vigie-chiro - Routier-83;25/07/2017 22:09;expansion; 5;1
Vigie-chiro - Routier-619;25/07/2017 22:24;expansion; 5;1
Vigie-chiro - Routier-625;25/07/2019 22:00;expansion; 5;1
Vigie-chiro - Routier-179;25/08/2008 21:55;expansion; 5;1
Vigie-chiro - Routier-103;25/08/2008 23:14;expansion; 5;1
Vigie-chiro - Routier-188;25/08/2008 23:15;expansion; 5;1
Vigie-chiro - Routier-152;25/08/2008 23:36;expansion; 5;1
Vigie-chiro - Routier-151;25/08/2009 23:13;expansion; 5;1
Vigie-chiro - Routier-263;25/08/2010 21:15;expansion; 5;1
Vigie-chiro - Routier-152;25/08/2010 23:55;expansion; 5;1
Vigie-chiro - Routier-5;25/08/2011 23:15;expansion; 5;1
Vigiechiro - Pédestre-340992;25/08/2014 21:00;expansion; 5;1
Vigiechiro - Pédestre-221058;25/08/2014 23:50;expansion; 5;1
Vigie-chiro - Routier-262;25/08/2015 21:03;expansion; 5;1
Vigie-chiro - Routier-19;25/08/2015 23:19;expansion; 5;1
Vigiechiro - Pédestre-340992;25/08/2016 21:00;expansion; 5;1
Vigiechiro - Pédestre-800194;25/08/2016 21:15;expansion; 5;1
Vigiechiro - Pédestre-220061;25/08/2016 21:20;expansion; 5;1
Vigie-chiro - Routier-624;25/08/2021 21:05;expansion; 5;1
Vigie-chiro - Routier-126;25/08/2021 21:20;expansion; 5;1
Vigie-chiro - Routier-81;25/08/2021 21:31;expansion; 5;1
Vigie-chiro - Routier-176;25/08/2021 21:47;expansion; 5;1
Vigie-chiro - Routier-64;25/09/2008 00:30;expansion; 5;1
Vigiechiro - Pédestre-750023;25/09/2008 23:01;expansion; 5;1
Vigiechiro - Pédestre-290575;25/09/2018 20:45;expansion; 5;1
Vigie-chiro - Routier-125;25/09/2018 20:55;expansion; 5;1
Vigie-chiro - Routier-105;26/05/2009 22:10;expansion; 5;1
Vigiechiro - Pédestre-200708;26/06/2008 00:15;expansion; 5;1
Vigiechiro - Pédestre-300883;26/06/2008 00:25;expansion; 5;1
Vigiechiro - Pédestre-300883;26/06/2009 00:30;expansion; 5;1
Vigiechiro - Pédestre-332113;26/06/2009 00:30;expansion; 5;1
Vigie-chiro - Routier-2;26/06/2009 00:34;expansion; 5;1
Vigie-chiro - Routier-155;26/06/2009 00:46;expansion; 5;1
Vigie-chiro - Routier-105;26/06/2009 22:20;expansion; 5;1
Vigiechiro - Pédestre-940008;26/06/2009 23:15;expansion; 5;1
Vigie-chiro - Routier-71;26/06/2010 03:10;expansion; 5;1
Vigie-chiro - Routier-86;26/06/2011 22:35;expansion; 5;1
Vigie-chiro - Routier-398;26/06/2012 00:29;expansion; 5;1
Vigiechiro - Pédestre-750026;26/06/2012 00:30;expansion; 5;1
Vigie-chiro - Routier-398;26/06/2013 00:26;expansion; 5;1
Vigiechiro - Pédestre-220061;26/06/2013 00:31;expansion; 5;1
Vigiechiro - Pédestre-221058;26/06/2013 00:55;expansion; 5;1
Vigiechiro - Pédestre-590514;26/06/2013 22:30;expansion; 5;1
Vigie-chiro - Routier-59;26/06/2015 00:40;expansion; 5;1
Vigie-chiro - Routier-9;26/06/2015 00:51;expansion; 5;1
Vigiechiro - Pédestre-130682;26/06/2017 21:55;expansion; 5;1
Vigie-chiro - Routier-93;26/06/2017 22:32;expansion; 5;1
Vigie-chiro - Routier-605;26/06/2017 22:45;expansion; 5;1
Vigie-chiro - Routier-398;26/06/2018 00:52;expansion; 5;1
Vigie-chiro - Routier-59;26/06/2018 22:50;expansion; 5;1
Vigie-chiro - Routier-82;26/06/2018 22:51;expansion; 5;1
Vigie-chiro - Routier-13;26/07/2007 00:30;expansion; 5;1
Vigie-chiro - Routier-84;26/07/2008 00:20;expansion; 5;1
Vigie-chiro - Routier-70;26/07/2009 00:45;expansion; 5;1
Vigie-chiro - Routier-437;26/07/2010 00:36;expansion; 5;1
Vigie-chiro - Routier-19;26/07/2011 00:15;expansion; 5;1
Vigie-chiro - Routier-15;26/07/2012 00:10;expansion; 5;1
Vigie-chiro - Routier-126;26/07/2012 22:00;expansion; 5;1
Vigie-chiro - Routier-436;26/07/2014 00:12;expansion; 5;1
Vigie-chiro - Routier-11;26/07/2014 00:50;expansion; 5;1
Vigie-chiro - Routier-625;26/07/2016 22:10;expansion; 5;1
Vigiechiro - Pédestre-530699;26/07/2017 00:40;expansion; 5;1
Vigie-chiro - Routier-625;26/07/2018 21:55;expansion; 5;1
Vigie-chiro - Routier-84;26/07/2018 22:15;expansion; 5;1
Vigie-chiro - Routier-19;26/08/2006 23:30;expansion; 5;1
Vigie-chiro - Routier-178;26/08/2008 00:15;expansion; 5;1
Vigie-chiro - Routier-36;26/08/2008 23:00;expansion; 5;1
Vigiechiro - Pédestre-331806;26/08/2008 23:23;expansion; 5;1
Vigie-chiro - Routier-150;26/08/2008 23:25;expansion; 5;1
Vigie-chiro - Routier-59;26/08/2009 00:10;expansion; 5;1
Vigie-chiro - Routier-191;26/08/2009 23:30;expansion; 5;1
Vigiechiro - Pédestre-910449;26/08/2009 23:47;expansion; 5;1
Vigiechiro - Pédestre-770547;26/08/2010 00:29;expansion; 5;1
Vigie-chiro - Routier-158;26/08/2011 00:00;expansion; 5;1
Vigie-chiro - Routier-154;26/08/2011 23:15;expansion; 5;1
Vigie-chiro - Routier-3;26/08/2012 23:32;expansion; 5;1
Vigie-chiro - Routier-263;26/08/2013 22:55;expansion; 5;1
Vigiechiro - Pédestre-221058;26/08/2013 23:45;expansion; 5;1
Vigie-chiro - Routier-435;26/08/2014 23:20;expansion; 5;1
Vigie-chiro - Routier-436;26/08/2014 23:23;expansion; 5;1
Vigie-chiro - Routier-263;26/08/2015 21:00;expansion; 5;1
Vigie-chiro - Routier-286;26/08/2016 21:20;expansion; 5;1
Vigie-chiro - Routier-619;26/08/2019 21:18;expansion; 5;1
Vigie-chiro - Routier-618;26/08/2019 21:34;expansion; 5;1
Vigie-chiro - Routier-619;26/08/2020 21:20;expansion; 5;2
Vigiechiro - Pédestre-621070;26/08/2020 21:20;expansion; 5;1
Vigie-chiro - Routier-618;26/08/2020 21:21;expansion; 5;2
Vigie-chiro - Routier-82;26/08/2020 21:23;expansion; 5;1
Vigie-chiro - Routier-65;26/08/2020 21:30;expansion; 5;1
Vigie-chiro - Routier-380;26/08/2020 21:45;expansion; 5;1
Vigie-chiro - Routier-440;26/08/2021 21:25;expansion; 5;1
Vigie-chiro - Routier-83;26/08/2021 21:31;expansion; 5;1
Vigie-chiro - Routier-177;26/08/2021 21:37;expansion; 5;1
